dataset,tuning,metric,model,error_rate,bias
communities,False,demographic_parity,Fair-SMOTE,18.7646,27.3234
communities,False,demographic_parity,FairSSL-CT,22.404,12.8817
communities,False,demographic_parity,FairSSL-LP,23.9066,11.1985
communities,False,demographic_parity,FairSSL-LS,24.9081,9.7564
communities,False,demographic_parity,FairSSL-ST,22.1369,21.0048
communities,False,demographic_parity,LTDD,22.237,8.271099999999999
communities,False,demographic_parity,PrejudiceRemover,14.7914,48.4701
communities,False,demographic_parity,SquaredDifferenceFairLogistic,15.9599,42.1686
communities,False,demographic_parity,FairnessConstraintModel,26.0767,8.849499999999999
communities,False,demographic_parity,DisparateMistreatmentModel,17.3622,34.5306
communities,False,demographic_parity,ConvexFrameworkModel,15.9265,42.49139999999999
communities,False,demographic_parity,HSICLinearRegression,15.7596,41.8598
communities,False,demographic_parity,GerryFairClassifier,46.2437,10.378799999999998
communities,False,demographic_parity,AdversarialDebiasing,23.706200000000003,44.1589
communities,False,demographic_parity,ExponentiatedGradientReduction,27.1452,4.3024
communities,False,demographic_parity,GridSearchReduction,22.237,14.341
communities,False,demographic_parity,MetaFairClassifier,47.0117,23.6218
communities,False,demographic_parity,AdaFair,39.4657,0.0
communities,False,demographic_parity,FAGTB,20.4007,27.8942
communities,False,demographic_parity,HGR,31.6862,12.6363
communities,False,demographic_parity,FairDummies,46.4442,12.0621
communities,False,demographic_parity,GeneralFairERM,51.419,3.217
communities,False,demographic_parity,MultiAdversarialDebiasing,35.425799999999995,1.6998000000000002
communities,False,demographic_parity,FairGeneralizedLinearModel,15.8932,42.4349
communities,False,demographic_parity,GradualCompatibility,15.2588,43.2818
communities,False,demographic_parity,RejectOptionClassification,53.08839999999999,7.3311
communities,False,demographic_parity,EqOddsPostprocessing,27.546,16.1616
communities,False,demographic_parity,CalibratedEqOddsPostprocessing,18.0635,61.61300000000001
communities,False,demographic_parity,JiangNachum,30.384,1.3856
communities,False,demographic_parity,DPAbstention,29.015,1.3327
communities,False,demographic_parity,FaX,16.1937,37.7318
communities,False,demographic_parity,FairBayesDPP,19.6327,42.9446
communities,False,demographic_parity,GetFair,16.6611,41.0866
communities,False,demographic_parity,LogisticRegression,14.8582,50.2391
communities,False,demographic_parity,LogisticRegressionRemoved,15.793,42.198600000000006
compas_race,False,demographic_parity,Reweighing,32.4515,9.484099999999998
compas_race,False,demographic_parity,LFR,51.0044,2.6625
compas_race,False,demographic_parity,DisparateImpactRemover,32.6135,21.9571
compas_race,False,demographic_parity,Fair-SMOTE,33.4558,8.2183
compas_race,False,demographic_parity,FairSSL-CT,33.5098,8.291699999999999
compas_race,False,demographic_parity,FairSSL-LP,33.5853,9.8653
compas_race,False,demographic_parity,FairSSL-LS,33.6502,11.0129
compas_race,False,demographic_parity,FairSSL-ST,34.0065,15.6071
compas_race,False,demographic_parity,LTDD,32.807900000000004,5.5593
compas_race,False,demographic_parity,PrejudiceRemover,32.0411,24.0835
compas_race,False,demographic_parity,SquaredDifferenceFairLogistic,32.4407,24.7853
compas_race,False,demographic_parity,FairnessConstraintModel,50.87479999999999,7.9045
compas_race,False,demographic_parity,DisparateMistreatmentModel,36.35,16.9211
compas_race,False,demographic_parity,ConvexFrameworkModel,32.4407,24.7853
compas_race,False,demographic_parity,HSICLinearRegression,32.5379,24.0752
compas_race,False,demographic_parity,GerryFairClassifier,54.2223,0.0
compas_race,False,demographic_parity,AdversarialDebiasing,31.6199,23.8927
compas_race,False,demographic_parity,ExponentiatedGradientReduction,43.9633,3.3049
compas_race,False,demographic_parity,GridSearchReduction,33.013000000000005,21.2683
compas_race,False,demographic_parity,MetaFairClassifier,34.859500000000004,20.7543
compas_race,False,demographic_parity,AdaFair,33.1858,23.798900000000003
compas_race,False,demographic_parity,FAGTB,33.283,16.4409
compas_race,False,demographic_parity,HGR,48.4773,2.1401
compas_race,False,demographic_parity,FairDummies,42.8402,14.4606
compas_race,False,demographic_parity,GeneralFairERM,49.5573,2.9174
compas_race,False,demographic_parity,MultiAdversarialDebiasing,42.2571,6.1418
compas_race,False,demographic_parity,FairGeneralizedLinearModel,32.4515,24.812200000000004
compas_race,False,demographic_parity,GradualCompatibility,34.9567,23.028900000000004
compas_race,False,demographic_parity,RejectOptionClassification,44.6004,5.2298
compas_race,False,demographic_parity,EqOddsPostprocessing,36.1446,4.0743
compas_race,False,demographic_parity,CalibratedEqOddsPostprocessing,33.0886,29.1402
compas_race,False,demographic_parity,JiangNachum,34.7947,2.3255
compas_race,False,demographic_parity,DPAbstention,37.732200000000006,0.9306
compas_race,False,demographic_parity,FaX,32.408300000000004,24.8379
compas_race,False,demographic_parity,FairBayesDPP,33.3262,22.7558
compas_race,False,demographic_parity,GetFair,35.885400000000004,18.1138
compas_race,False,demographic_parity,LogisticRegression,32.4839,25.1534
compas_race,False,demographic_parity,LogisticRegressionRemoved,32.386700000000005,24.8737
german,False,demographic_parity,Reweighing,22.1333,5.9057
german,False,demographic_parity,LFR,22.1333,0.0
german,False,demographic_parity,DisparateImpactRemover,22.0666,5.718999999999999
german,False,demographic_parity,Fair-SMOTE,29.4667,9.4666
german,False,demographic_parity,FairSSL-CT,39.0667,7.9167
german,False,demographic_parity,FairSSL-LP,38.9333,5.714600000000001
german,False,demographic_parity,FairSSL-LS,41.6666,3.9458
german,False,demographic_parity,FairSSL-ST,35.3333,4.7261
german,False,demographic_parity,LTDD,22.4,7.038399999999999
german,False,demographic_parity,PrejudiceRemover,21.533400000000004,4.7406
german,False,demographic_parity,SquaredDifferenceFairLogistic,21.9334,3.5654
german,False,demographic_parity,FairnessConstraintModel,22.2,7.193099999999999
german,False,demographic_parity,DisparateMistreatmentModel,22.1333,1.812
german,False,demographic_parity,ConvexFrameworkModel,21.8668,3.4634
german,False,demographic_parity,HSICLinearRegression,22.3333,3.3686
german,False,demographic_parity,GerryFairClassifier,22.1333,3.1096
german,False,demographic_parity,AdversarialDebiasing,21.933300000000003,6.15
german,False,demographic_parity,ExponentiatedGradientReduction,21.8,2.6264000000000003
german,False,demographic_parity,GridSearchReduction,21.9334,3.357
german,False,demographic_parity,MetaFairClassifier,22.4666,3.08
german,False,demographic_parity,AdaFair,29.7334,0.8321000000000001
german,False,demographic_parity,FAGTB,24.2668,3.56
german,False,demographic_parity,HGR,38.2667,3.5247
german,False,demographic_parity,FairDummies,41.0665,4.413
german,False,demographic_parity,GeneralFairERM,49.4667,4.0196000000000005
german,False,demographic_parity,MultiAdversarialDebiasing,22.1333,0.0
german,False,demographic_parity,FairGeneralizedLinearModel,22.0,3.5954
german,False,demographic_parity,GradualCompatibility,22.0667,3.5001
german,False,demographic_parity,RejectOptionClassification,34.4,8.7817
german,False,demographic_parity,EqOddsPostprocessing,33.0666,1.6889999999999998
german,False,demographic_parity,CalibratedEqOddsPostprocessing,21.6,5.768000000000001
german,False,demographic_parity,JiangNachum,21.8666,2.3141
german,False,demographic_parity,DPAbstention,37.4,6.684799999999999
german,False,demographic_parity,FaX,22.200100000000003,5.6115
german,False,demographic_parity,FairBayesDPP,30.0666,5.8454
german,False,demographic_parity,GetFair,22.6,3.5016
german,False,demographic_parity,LogisticRegression,21.6,2.7472000000000003
german,False,demographic_parity,LogisticRegressionRemoved,21.9334,3.357
implicit10,False,demographic_parity,Reweighing,29.49140000000001,8.400099999999998
implicit10,False,demographic_parity,LFR,49.4641,0.3288999999999999
implicit10,False,demographic_parity,DisparateImpactRemover,29.008000000000003,20.8805
implicit10,False,demographic_parity,Fair-SMOTE,29.541600000000003,7.9771
implicit10,False,demographic_parity,FairSSL-CT,30.2669,1.9514
implicit10,False,demographic_parity,FairSSL-LP,29.9521,3.9856
implicit10,False,demographic_parity,FairSSL-LS,29.9796,3.0594
implicit10,False,demographic_parity,FairSSL-ST,29.9385,3.3645
implicit10,False,demographic_parity,LTDD,30.1346,1.339
implicit10,False,demographic_parity,PrejudiceRemover,29.1312,16.356099999999998
implicit10,False,demographic_parity,SquaredDifferenceFairLogistic,29.049,20.6165
implicit10,False,demographic_parity,FairnessConstraintModel,34.0615,2.7552000000000003
implicit10,False,demographic_parity,DisparateMistreatmentModel,29.35,14.1926
implicit10,False,demographic_parity,ConvexFrameworkModel,29.0126,20.9076
implicit10,False,demographic_parity,HSICLinearRegression,29.1996,17.48
implicit10,False,demographic_parity,GerryFairClassifier,42.5405,5.98
implicit10,False,demographic_parity,AdversarialDebiasing,29.7059,5.7468
implicit10,False,demographic_parity,ExponentiatedGradientReduction,33.04,2.796
implicit10,False,demographic_parity,GridSearchReduction,29.295300000000005,14.9494
implicit10,False,demographic_parity,MetaFairClassifier,29.2042,19.1016
implicit10,False,demographic_parity,AdaFair,37.3682,10.9872
implicit10,False,demographic_parity,FAGTB,38.9053,1.2195
implicit10,False,demographic_parity,HGR,35.763,2.93
implicit10,False,demographic_parity,FairDummies,40.5427,8.9075
implicit10,False,demographic_parity,GeneralFairERM,50.2942,0.8889
implicit10,False,demographic_parity,MultiAdversarialDebiasing,32.6613,2.1836
implicit10,False,demographic_parity,FairGeneralizedLinearModel,29.026200000000003,20.8444
implicit10,False,demographic_parity,GradualCompatibility,33.1039,11.2761
implicit10,False,demographic_parity,RejectOptionClassification,29.9247,2.416300000000001
implicit10,False,demographic_parity,EqOddsPostprocessing,32.6203,2.9558
implicit10,False,demographic_parity,CalibratedEqOddsPostprocessing,29.4594,21.7735
implicit10,False,demographic_parity,JiangNachum,30.2897,1.7103000000000002
implicit10,False,demographic_parity,DPAbstention,34.4538,0.9386
implicit10,False,demographic_parity,FaX,29.0445,20.606
implicit10,False,demographic_parity,FairBayesDPP,33.1585,17.4185
implicit10,False,demographic_parity,GetFair,31.4208,6.1781
implicit10,False,demographic_parity,LogisticRegression,28.985100000000003,21.274
implicit10,False,demographic_parity,LogisticRegressionRemoved,29.008000000000003,20.8805
implicit20,False,demographic_parity,Reweighing,31.7332,1.5922
implicit20,False,demographic_parity,LFR,48.602500000000006,0.6239
implicit20,False,demographic_parity,DisparateImpactRemover,29.419300000000003,38.562
implicit20,False,demographic_parity,Fair-SMOTE,31.715100000000003,1.6375
implicit20,False,demographic_parity,FairSSL-CT,32.164300000000004,2.7111
implicit20,False,demographic_parity,FairSSL-LP,32.404700000000005,1.8323
implicit20,False,demographic_parity,FairSSL-LS,32.1008,1.9214
implicit20,False,demographic_parity,FairSSL-ST,32.6044,2.5219
implicit20,False,demographic_parity,LTDD,31.7832,2.3147
implicit20,False,demographic_parity,PrejudiceRemover,29.6688,29.9492
implicit20,False,demographic_parity,SquaredDifferenceFairLogistic,29.587100000000003,36.8812
implicit20,False,demographic_parity,FairnessConstraintModel,33.1987,2.8325
implicit20,False,demographic_parity,DisparateMistreatmentModel,29.7323,27.9139
implicit20,False,demographic_parity,ConvexFrameworkModel,29.432800000000004,38.461400000000005
implicit20,False,demographic_parity,HSICLinearRegression,29.705,30.5955
implicit20,False,demographic_parity,GerryFairClassifier,48.1444,4.1335
implicit20,False,demographic_parity,AdversarialDebiasing,31.9238,4.3551
implicit20,False,demographic_parity,ExponentiatedGradientReduction,32.872,2.0414
implicit20,False,demographic_parity,GridSearchReduction,35.4765,18.7581
implicit20,False,demographic_parity,MetaFairClassifier,30.9438,23.9227
implicit20,False,demographic_parity,AdaFair,36.3975,21.0212
implicit20,False,demographic_parity,FAGTB,40.335800000000006,2.5173
implicit20,False,demographic_parity,HGR,36.411,3.951200000000001
implicit20,False,demographic_parity,FairDummies,39.6688,6.904100000000001
implicit20,False,demographic_parity,GeneralFairERM,50.254000000000005,1.1862
implicit20,False,demographic_parity,MultiAdversarialDebiasing,32.246,3.6244
implicit20,False,demographic_parity,FairGeneralizedLinearModel,29.428200000000004,38.1075
implicit20,False,demographic_parity,GradualCompatibility,32.8358,20.5096
implicit20,False,demographic_parity,RejectOptionClassification,44.4873,4.6229
implicit20,False,demographic_parity,EqOddsPostprocessing,36.5335,5.0884
implicit20,False,demographic_parity,CalibratedEqOddsPostprocessing,29.7549,36.0704
implicit20,False,demographic_parity,JiangNachum,32.9991,1.9557
implicit20,False,demographic_parity,DPAbstention,34.555299999999995,1.5739
implicit20,False,demographic_parity,FaX,29.396400000000003,39.2811
implicit20,False,demographic_parity,FairBayesDPP,31.8513,30.0004
implicit20,False,demographic_parity,GetFair,32.6588,10.424
implicit20,False,demographic_parity,LogisticRegression,29.4012,38.5627
implicit20,False,demographic_parity,LogisticRegressionRemoved,29.419300000000003,38.562
implicit30,False,demographic_parity,Reweighing,28.653800000000004,19.939
implicit30,False,demographic_parity,LFR,50.8015,1.0714
implicit30,False,demographic_parity,DisparateImpactRemover,26.2449,54.0275
implicit30,False,demographic_parity,Fair-SMOTE,28.6628,20.1142
implicit30,False,demographic_parity,FairSSL-CT,30.9681,8.3335
implicit30,False,demographic_parity,FairSSL-LP,32.053,3.37
implicit30,False,demographic_parity,FairSSL-LS,31.5804,4.3817
implicit30,False,demographic_parity,FairSSL-ST,29.5677,17.9316
implicit30,False,demographic_parity,LTDD,29.4552,15.9012
implicit30,False,demographic_parity,PrejudiceRemover,26.8393,46.436
implicit30,False,demographic_parity,SquaredDifferenceFairLogistic,26.2764,53.9122
implicit30,False,demographic_parity,FairnessConstraintModel,36.9068,2.7823
implicit30,False,demographic_parity,DisparateMistreatmentModel,32.9536,16.4551
implicit30,False,demographic_parity,ConvexFrameworkModel,26.2674,53.9827
implicit30,False,demographic_parity,HSICLinearRegression,26.2989,54.42
implicit30,False,demographic_parity,GerryFairClassifier,47.1364,6.1642
implicit30,False,demographic_parity,AdversarialDebiasing,29.3021,17.998600000000003
implicit30,False,demographic_parity,ExponentiatedGradientReduction,37.5146,3.4664999999999995
implicit30,False,demographic_parity,GridSearchReduction,35.0427,9.2004
implicit30,False,demographic_parity,MetaFairClassifier,37.357,32.7343
implicit30,False,demographic_parity,AdaFair,33.1608,37.2453
implicit30,False,demographic_parity,FAGTB,40.054,2.501
implicit30,False,demographic_parity,HGR,38.2845,4.0737
implicit30,False,demographic_parity,FairDummies,47.6543,13.2473
implicit30,False,demographic_parity,GeneralFairERM,50.2296,2.834
implicit30,False,demographic_parity,MultiAdversarialDebiasing,38.3341,8.7591
implicit30,False,demographic_parity,FairGeneralizedLinearModel,26.2719,53.9735
implicit30,False,demographic_parity,GradualCompatibility,29.3291,46.0774
implicit30,False,demographic_parity,RejectOptionClassification,31.837,3.2237
implicit30,False,demographic_parity,EqOddsPostprocessing,38.2441,7.2155
implicit30,False,demographic_parity,CalibratedEqOddsPostprocessing,26.402500000000003,55.5048
implicit30,False,demographic_parity,JiangNachum,35.9073,0.9182
implicit30,False,demographic_parity,DPAbstention,35.2183,0.8172
implicit30,False,demographic_parity,FaX,26.2674,53.8596
implicit30,False,demographic_parity,FairBayesDPP,29.3471,48.2696
implicit30,False,demographic_parity,GetFair,31.9541,31.6445
implicit30,False,demographic_parity,LogisticRegression,26.2224,55.78060000000001
implicit30,False,demographic_parity,LogisticRegressionRemoved,26.2449,54.0275
implicit40,False,demographic_parity,Reweighing,30.8067,17.478
implicit40,False,demographic_parity,LFR,48.7389,1.4254
implicit40,False,demographic_parity,DisparateImpactRemover,25.8442,76.0441
implicit40,False,demographic_parity,Fair-SMOTE,29.2842,25.6646
implicit40,False,demographic_parity,FairSSL-CT,32.6653,6.7874
implicit40,False,demographic_parity,FairSSL-LP,32.3971,5.470999999999999
implicit40,False,demographic_parity,FairSSL-LS,32.5471,5.3411
implicit40,False,demographic_parity,FairSSL-ST,31.152,16.7284
implicit40,False,demographic_parity,LTDD,32.8016,3.5815
implicit40,False,demographic_parity,PrejudiceRemover,26.1441,57.028000000000006
implicit40,False,demographic_parity,SquaredDifferenceFairLogistic,25.9441,75.1167
implicit40,False,demographic_parity,FairnessConstraintModel,33.7015,7.9134
implicit40,False,demographic_parity,DisparateMistreatmentModel,31.3883,19.551
implicit40,False,demographic_parity,ConvexFrameworkModel,25.8533,76.0252
implicit40,False,demographic_parity,HSICLinearRegression,25.8531,72.7618
implicit40,False,demographic_parity,GerryFairClassifier,48.1617,3.6075
implicit40,False,demographic_parity,AdversarialDebiasing,29.620600000000003,23.1953
implicit40,False,demographic_parity,ExponentiatedGradientReduction,36.2689,2.0132
implicit40,False,demographic_parity,GridSearchReduction,31.3157,19.9562
implicit40,False,demographic_parity,MetaFairClassifier,34.3921,35.5604
implicit40,False,demographic_parity,AdaFair,31.7838,49.893600000000006
implicit40,False,demographic_parity,FAGTB,41.65409999999999,2.3615
implicit40,False,demographic_parity,HGR,37.4005,8.4435
implicit40,False,demographic_parity,FairDummies,47.6256,4.157500000000001
implicit40,False,demographic_parity,GeneralFairERM,49.9023,1.5365
implicit40,False,demographic_parity,MultiAdversarialDebiasing,34.1104,14.849099999999998
implicit40,False,demographic_parity,FairGeneralizedLinearModel,25.844100000000005,75.8263
implicit40,False,demographic_parity,GradualCompatibility,28.189,57.4212
implicit40,False,demographic_parity,RejectOptionClassification,44.6853,5.4775
implicit40,False,demographic_parity,EqOddsPostprocessing,42.9493,5.7513
implicit40,False,demographic_parity,CalibratedEqOddsPostprocessing,26.0895,73.8383
implicit40,False,demographic_parity,JiangNachum,41.09519999999999,1.0433
implicit40,False,demographic_parity,DPAbstention,36.6007,1.4017000000000002
implicit40,False,demographic_parity,FaX,25.8123,77.08739999999999
implicit40,False,demographic_parity,FairBayesDPP,27.6801,62.03189999999999
implicit40,False,demographic_parity,GetFair,32.3518,33.2903
implicit40,False,demographic_parity,LogisticRegression,25.9031,75.3451
implicit40,False,demographic_parity,LogisticRegressionRemoved,25.8442,76.0441
implicit50,False,demographic_parity,Reweighing,33.0388,12.112
implicit50,False,demographic_parity,LFR,49.2711,0.3081
implicit50,False,demographic_parity,DisparateImpactRemover,23.6447,84.78380000000001
implicit50,False,demographic_parity,Fair-SMOTE,33.4441,9.8583
implicit50,False,demographic_parity,FairSSL-CT,35.8725,2.5603
implicit50,False,demographic_parity,FairSSL-LP,33.9134,8.7258
implicit50,False,demographic_parity,FairSSL-LS,35.066,4.4145
implicit50,False,demographic_parity,FairSSL-ST,35.0159,8.3889
implicit50,False,demographic_parity,LTDD,36.9476,5.394399999999999
implicit50,False,demographic_parity,PrejudiceRemover,24.8519,60.17479999999999
implicit50,False,demographic_parity,SquaredDifferenceFairLogistic,23.8679,80.7971
implicit50,False,demographic_parity,FairnessConstraintModel,37.795,1.5607999999999995
implicit50,False,demographic_parity,DisparateMistreatmentModel,29.9908,31.7213
implicit50,False,demographic_parity,ConvexFrameworkModel,23.7176,84.09179999999999
implicit50,False,demographic_parity,HSICLinearRegression,23.5672,90.01960000000001
implicit50,False,demographic_parity,GerryFairClassifier,49.62180000000001,2.9659
implicit50,False,demographic_parity,AdversarialDebiasing,38.3828,39.2841
implicit50,False,demographic_parity,ExponentiatedGradientReduction,37.4215,2.6392
implicit50,False,demographic_parity,GridSearchReduction,29.7267,32.7212
implicit50,False,demographic_parity,MetaFairClassifier,35.9408,24.729100000000003
implicit50,False,demographic_parity,AdaFair,28.1504,61.8026
implicit50,False,demographic_parity,FAGTB,50.91109999999999,7.2673
implicit50,False,demographic_parity,HGR,51.293800000000005,0.0
implicit50,False,demographic_parity,FairDummies,46.7061,9.0204
implicit50,False,demographic_parity,GeneralFairERM,49.1845,1.6434000000000002
implicit50,False,demographic_parity,MultiAdversarialDebiasing,37.5034,7.580400000000001
implicit50,False,demographic_parity,FairGeneralizedLinearModel,23.7448,83.67360000000001
implicit50,False,demographic_parity,GradualCompatibility,25.995400000000004,74.0732
implicit50,False,demographic_parity,RejectOptionClassification,34.5193,5.8349
implicit50,False,demographic_parity,EqOddsPostprocessing,46.00909999999999,3.8303
implicit50,False,demographic_parity,CalibratedEqOddsPostprocessing,23.9089,78.5433
implicit50,False,demographic_parity,JiangNachum,44.3053,0.7181
implicit50,False,demographic_parity,DPAbstention,38.7518,1.2948000000000002
implicit50,False,demographic_parity,FaX,23.6446,87.618
implicit50,False,demographic_parity,GetFair,31.4306,44.6471
implicit50,False,demographic_parity,LogisticRegression,23.7175,83.83819999999999
implicit50,False,demographic_parity,LogisticRegressionRemoved,23.6447,84.78380000000001
social10,False,demographic_parity,Reweighing,28.4513,7.6429
social10,False,demographic_parity,LFR,55.1564,1.4093
social10,False,demographic_parity,DisparateImpactRemover,29.0257,1.1983
social10,False,demographic_parity,Fair-SMOTE,28.5157,6.6021
social10,False,demographic_parity,FairSSL-CT,30.1058,3.3107999999999995
social10,False,demographic_parity,FairSSL-LP,29.701300000000003,2.2563000000000004
social10,False,demographic_parity,FairSSL-LS,29.3796,1.7361
social10,False,demographic_parity,FairSSL-ST,28.9246,4.461
social10,False,demographic_parity,LTDD,29.0396,1.1335
social10,False,demographic_parity,PrejudiceRemover,28.6443,13.0124
social10,False,demographic_parity,SquaredDifferenceFairLogistic,29.016600000000004,1.1617
social10,False,demographic_parity,FairnessConstraintModel,29.0579,0.6367
social10,False,demographic_parity,DisparateMistreatmentModel,35.9421,1.9281
social10,False,demographic_parity,ConvexFrameworkModel,29.016600000000004,1.1617
social10,False,demographic_parity,HSICLinearRegression,28.966,0.9081
social10,False,demographic_parity,GerryFairClassifier,38.7133,7.724299999999999
social10,False,demographic_parity,AdversarialDebiasing,28.796,3.1859
social10,False,demographic_parity,ExponentiatedGradientReduction,29.0257,1.1986
social10,False,demographic_parity,GridSearchReduction,28.796000000000003,1.0453
social10,False,demographic_parity,MetaFairClassifier,28.6949,9.9537
social10,False,demographic_parity,AdaFair,36.9852,7.5285
social10,False,demographic_parity,FAGTB,37.2795,2.6902000000000004
social10,False,demographic_parity,HGR,35.0828,0.8693
social10,False,demographic_parity,FairDummies,43.42359999999999,1.2695
social10,False,demographic_parity,GeneralFairERM,49.9357,1.7535000000000005
social10,False,demographic_parity,MultiAdversarialDebiasing,28.9706,1.0399
social10,False,demographic_parity,FairGeneralizedLinearModel,29.021100000000004,1.1891999999999998
social10,False,demographic_parity,GradualCompatibility,32.431,0.8274000000000001
social10,False,demographic_parity,RejectOptionClassification,28.7545,4.3139
social10,False,demographic_parity,EqOddsPostprocessing,30.6479,3.8495
social10,False,demographic_parity,CalibratedEqOddsPostprocessing,29.1222,18.23
social10,False,demographic_parity,JiangNachum,29.1085,1.4087
social10,False,demographic_parity,DPAbstention,34.071600000000004,0.3818000000000001
social10,False,demographic_parity,FaX,29.016600000000004,1.1209
social10,False,demographic_parity,FairBayesDPP,33.543200000000006,10.7549
social10,False,demographic_parity,GetFair,28.8465,1.1723
social10,False,demographic_parity,LogisticRegression,28.5891,12.2643
social10,False,demographic_parity,LogisticRegressionRemoved,29.0257,1.1983
social20,False,demographic_parity,Reweighing,29.878300000000003,8.4754
social20,False,demographic_parity,LFR,49.337,1.1337000000000002
social20,False,demographic_parity,DisparateImpactRemover,30.7354,0.9135
social20,False,demographic_parity,Fair-SMOTE,29.8692,8.3675
social20,False,demographic_parity,FairSSL-CT,30.7938,6.004300000000001
social20,False,demographic_parity,FairSSL-LP,32.0163,1.9434
social20,False,demographic_parity,FairSSL-LS,30.8074,1.49
social20,False,demographic_parity,FairSSL-ST,30.3429,8.9012
social20,False,demographic_parity,LTDD,30.708299999999998,0.8435999999999999
social20,False,demographic_parity,PrejudiceRemover,28.692,26.7008
social20,False,demographic_parity,SquaredDifferenceFairLogistic,30.7533,0.9322
social20,False,demographic_parity,FairnessConstraintModel,31.687000000000005,0.7444000000000001
social20,False,demographic_parity,DisparateMistreatmentModel,41.366600000000005,1.5723
social20,False,demographic_parity,ConvexFrameworkModel,30.7533,0.9322
social20,False,demographic_parity,HSICLinearRegression,30.645000000000003,0.7606
social20,False,demographic_parity,GerryFairClassifier,41.9396,12.3293
social20,False,demographic_parity,AdversarialDebiasing,29.973,10.1467
social20,False,demographic_parity,ExponentiatedGradientReduction,30.7309,0.9919
social20,False,demographic_parity,GridSearchReduction,30.7443,0.8625
social20,False,demographic_parity,MetaFairClassifier,29.8782,11.8445
social20,False,demographic_parity,AdaFair,36.3057,19.2313
social20,False,demographic_parity,FAGTB,37.6726,2.2111
social20,False,demographic_parity,HGR,42.8462,0.9345
social20,False,demographic_parity,FairDummies,48.4619,1.0951
social20,False,demographic_parity,GeneralFairERM,49.0979,1.7793
social20,False,demographic_parity,MultiAdversarialDebiasing,31.1412,0.7263000000000001
social20,False,demographic_parity,FairGeneralizedLinearModel,30.735299999999995,0.9319
social20,False,demographic_parity,GradualCompatibility,33.5047,0.6924
social20,False,demographic_parity,RejectOptionClassification,30.2571,4.642
social20,False,demographic_parity,EqOddsPostprocessing,33.6716,6.757099999999999
social20,False,demographic_parity,CalibratedEqOddsPostprocessing,29.048300000000005,28.674
social20,False,demographic_parity,JiangNachum,31.43,0.8260000000000001
social20,False,demographic_parity,DPAbstention,35.313500000000005,0.8471
social20,False,demographic_parity,FaX,30.7578,0.9906
social20,False,demographic_parity,FairBayesDPP,32.2462,24.0966
social20,False,demographic_parity,GetFair,30.5908,1.0594
social20,False,demographic_parity,LogisticRegression,28.6965,26.9631
social20,False,demographic_parity,LogisticRegressionRemoved,30.7354,0.9135
social30,False,demographic_parity,Reweighing,28.9016,10.4325
social30,False,demographic_parity,LFR,48.4174,0.8865999999999999
social30,False,demographic_parity,DisparateImpactRemover,30.5094,0.6514000000000001
social30,False,demographic_parity,Fair-SMOTE,28.7599,11.1763
social30,False,demographic_parity,FairSSL-CT,29.7055,8.207799999999999
social30,False,demographic_parity,FairSSL-LP,30.9934,7.3085
social30,False,demographic_parity,FairSSL-LS,29.5866,5.864
social30,False,demographic_parity,FairSSL-ST,27.2437,31.4469
social30,False,demographic_parity,LTDD,30.5274,0.7905
social30,False,demographic_parity,PrejudiceRemover,26.4398,39.4003
social30,False,demographic_parity,SquaredDifferenceFairLogistic,30.5229,0.6241000000000001
social30,False,demographic_parity,FairnessConstraintModel,30.6508,0.5561
social30,False,demographic_parity,DisparateMistreatmentModel,41.7128,0.4493999999999999
social30,False,demographic_parity,ConvexFrameworkModel,30.5229,0.6241000000000001
social30,False,demographic_parity,HSICLinearRegression,30.262600000000003,0.7030000000000001
social30,False,demographic_parity,GerryFairClassifier,48.1298,3.9193
social30,False,demographic_parity,AdversarialDebiasing,28.7327,14.7116
social30,False,demographic_parity,ExponentiatedGradientReduction,30.482,0.6268
social30,False,demographic_parity,GridSearchReduction,30.3905,0.5524
social30,False,demographic_parity,MetaFairClassifier,28.2256,16.818
social30,False,demographic_parity,AdaFair,34.7386,29.685900000000004
social30,False,demographic_parity,FAGTB,38.3924,3.3323
social30,False,demographic_parity,HGR,44.8412,1.001
social30,False,demographic_parity,FairDummies,42.5531,1.2799
social30,False,demographic_parity,GeneralFairERM,49.6964,0.6319
social30,False,demographic_parity,MultiAdversarialDebiasing,30.7787,0.5459
social30,False,demographic_parity,FairGeneralizedLinearModel,30.523,0.6238000000000001
social30,False,demographic_parity,GradualCompatibility,33.7109,1.0626
social30,False,demographic_parity,RejectOptionClassification,29.8561,4.5661
social30,False,demographic_parity,EqOddsPostprocessing,35.0582,9.1382
social30,False,demographic_parity,CalibratedEqOddsPostprocessing,26.905700000000003,42.37669999999999
social30,False,demographic_parity,JiangNachum,32.062200000000004,0.9156
social30,False,demographic_parity,DPAbstention,34.1538,0.8857
social30,False,demographic_parity,FaX,30.4864,0.6812
social30,False,demographic_parity,FairBayesDPP,31.3862,33.544700000000006
social30,False,demographic_parity,GetFair,30.5322,0.6892
social30,False,demographic_parity,LogisticRegression,26.4627,39.2447
social30,False,demographic_parity,LogisticRegressionRemoved,30.5094,0.6514000000000001
social40,False,demographic_parity,Reweighing,28.4788,16.1288
social40,False,demographic_parity,LFR,49.682300000000005,0.4456
social40,False,demographic_parity,DisparateImpactRemover,31.5572,1.3288
social40,False,demographic_parity,Fair-SMOTE,28.5234,16.3201
social40,False,demographic_parity,FairSSL-CT,28.3312,21.0584
