dataset,tuning,metric,model,error_rate,bias
implicit40,True,treatment_equality,DisparateMistreatmentModel_tuned,26.5349,16.400100000000002
implicit40,True,treatment_equality,ConvexFrameworkModel_tuned,31.3157,31.321800000000003
implicit40,True,treatment_equality,HSICLinearRegression_tuned,29.2206,13.1224
implicit40,True,treatment_equality,GerryFairClassifier_tuned,47.3028,1.0751
implicit40,True,treatment_equality,AdversarialDebiasing_tuned,27.3529,1.1516000000000002
implicit40,True,treatment_equality,ExponentiatedGradientReduction_tuned,35.492000000000004,51.4711
implicit40,True,treatment_equality,GridSearchReduction_tuned,31.001999999999995,31.3627
implicit40,True,treatment_equality,MetaFairClassifier_tuned,34.3832,9.7177
implicit40,True,treatment_equality,AdaFair_tuned,31.810900000000004,15.728
implicit40,True,treatment_equality,FAGTB_tuned,33.2379,1.0562
implicit40,True,treatment_equality,HGR_tuned,29.5479,6.3683000000000005
implicit40,True,treatment_equality,FairDummies_tuned,30.734,4.0575
implicit40,True,treatment_equality,GeneralFairERM_tuned,44.21730000000001,39.005100000000006
implicit40,True,treatment_equality,MultiAdversarialDebiasing_tuned,31.2611,8.1956
implicit40,True,treatment_equality,FairGeneralizedLinearModel_tuned,34.1377,6.1918
implicit40,True,treatment_equality,GradualCompatibility_tuned,40.0955,2.2228
implicit40,True,treatment_equality,RejectOptionClassification_tuned,47.7437,0.0
implicit40,True,treatment_equality,EqOddsPostprocessing_tuned,43.0356,39.2109
implicit40,True,treatment_equality,CalibratedEqOddsPostprocessing_tuned,26.0258,62.1027
implicit40,True,treatment_equality,JiangNachum_tuned,25.9031,69.0738
implicit40,True,treatment_equality,DPAbstention_tuned,46.0304,4.9858
implicit40,True,treatment_equality,FaX_tuned,25.8624,72.0046
implicit40,True,treatment_equality,FairBayesDPP_tuned,30.8384,18.7921
implicit40,True,treatment_equality,GetFair_tuned,29.8841,1.7153
implicit50,True,treatment_equality,Reweighing_tuned,33.0388,57.921200000000006
implicit50,True,treatment_equality,LFR_tuned,48.6425,0.0246
implicit50,True,treatment_equality,DisparateImpactRemover_tuned,23.6447,72.3394
implicit50,True,treatment_equality,Fair-SMOTE_tuned,33.3804,59.904900000000005
implicit50,True,treatment_equality,FairSSL-CT_tuned,41.808600000000006,55.3297
implicit50,True,treatment_equality,FairSSL-LP_tuned,32.0728,51.31399999999999
implicit50,True,treatment_equality,FairSSL-LS_tuned,32.4008,53.9897
implicit50,True,treatment_equality,FairSSL-ST_tuned,32.40559999999999,50.5514
implicit50,True,treatment_equality,LTDD_tuned,36.9476,75.6776
implicit50,True,treatment_equality,PrejudiceRemover_tuned,26.2688,10.9115
implicit50,True,treatment_equality,SquaredDifferenceFairLogistic_tuned,24.687900000000003,25.2128
implicit50,True,treatment_equality,FairnessConstraintModel_tuned,29.8723,30.7488
implicit50,True,treatment_equality,DisparateMistreatmentModel_tuned,26.8839,10.6533
implicit50,True,treatment_equality,ConvexFrameworkModel_tuned,25.476000000000003,28.0833
implicit50,True,treatment_equality,HSICLinearRegression_tuned,28.9794,14.582299999999998
implicit50,True,treatment_equality,GerryFairClassifier_tuned,48.9339,0.4651
implicit50,True,treatment_equality,AdversarialDebiasing_tuned,25.143500000000003,20.4382
implicit50,True,treatment_equality,ExponentiatedGradientReduction_tuned,37.5855,60.77760000000001
implicit50,True,treatment_equality,GridSearchReduction_tuned,28.8428,28.0346
implicit50,True,treatment_equality,MetaFairClassifier_tuned,30.9841,12.0864
implicit50,True,treatment_equality,AdaFair_tuned,28.1777,21.038400000000003
implicit50,True,treatment_equality,FAGTB_tuned,34.8474,0.6193
implicit50,True,treatment_equality,HGR_tuned,51.293800000000005,0.0
implicit50,True,treatment_equality,FairDummies_tuned,30.1823,2.922
implicit50,True,treatment_equality,GeneralFairERM_tuned,45.8587,46.4642
implicit50,True,treatment_equality,MultiAdversarialDebiasing_tuned,35.2619,8.42
implicit50,True,treatment_equality,FairGeneralizedLinearModel_tuned,27.1572,3.0475
implicit50,True,treatment_equality,GradualCompatibility_tuned,36.4465,4.9329
implicit50,True,treatment_equality,RejectOptionClassification_tuned,34.5375,64.4137
implicit50,True,treatment_equality,EqOddsPostprocessing_tuned,46.3599,46.8915
implicit50,True,treatment_equality,CalibratedEqOddsPostprocessing_tuned,23.6583,72.27969999999999
implicit50,True,treatment_equality,JiangNachum_tuned,23.7175,70.1271
implicit50,True,treatment_equality,DPAbstention_tuned,45.9181,8.0028
implicit50,True,treatment_equality,FaX_tuned,23.6264,78.2484
implicit50,True,treatment_equality,FairBayesDPP_tuned,24.9021,51.7423
implicit50,True,treatment_equality,GetFair_tuned,35.230000000000004,2.4283
social10,True,treatment_equality,Reweighing_tuned,28.4513,5.0305
social10,True,treatment_equality,LFR_tuned,28.970600000000005,3.3040000000000003
social10,True,treatment_equality,DisparateImpactRemover_tuned,29.0257,17.6625
social10,True,treatment_equality,Fair-SMOTE_tuned,28.478900000000003,6.647100000000001
social10,True,treatment_equality,FairSSL-CT_tuned,30.0506,10.9076
social10,True,treatment_equality,FairSSL-LP_tuned,29.6322,11.3874
social10,True,treatment_equality,FairSSL-LS_tuned,29.3106,11.5575
social10,True,treatment_equality,FairSSL-ST_tuned,28.8235,10.7723
social10,True,treatment_equality,LTDD_tuned,29.0396,17.419500000000003
social10,True,treatment_equality,PrejudiceRemover_tuned,28.6121,1.1691
social10,True,treatment_equality,SquaredDifferenceFairLogistic_tuned,29.3106,16.763299999999997
social10,True,treatment_equality,FairnessConstraintModel_tuned,28.8098,17.0623
social10,True,treatment_equality,DisparateMistreatmentModel_tuned,29.1774,16.5613
social10,True,treatment_equality,ConvexFrameworkModel_tuned,28.9384,17.6251
social10,True,treatment_equality,HSICLinearRegression_tuned,37.4403,6.0421
social10,True,treatment_equality,GerryFairClassifier_tuned,29.5451,4.3578
social10,True,treatment_equality,AdversarialDebiasing_tuned,28.75,1.892
social10,True,treatment_equality,ExponentiatedGradientReduction_tuned,28.6673,12.3976
social10,True,treatment_equality,GridSearchReduction_tuned,28.5891,5.5471
social10,True,treatment_equality,MetaFairClassifier_tuned,29.1544,6.7208000000000006
social10,True,treatment_equality,AdaFair_tuned,37.0772,3.0584
social10,True,treatment_equality,FAGTB_tuned,31.9991,0.8015
social10,True,treatment_equality,HGR_tuned,36.351,7.002800000000001
social10,True,treatment_equality,FairDummies_tuned,36.0524,5.9823
social10,True,treatment_equality,GeneralFairERM_tuned,36.443,13.6914
social10,True,treatment_equality,MultiAdversarialDebiasing_tuned,29.5496,14.8082
social10,True,treatment_equality,FairGeneralizedLinearModel_tuned,35.8639,7.464
social10,True,treatment_equality,GradualCompatibility_tuned,35.9467,7.589499999999999
social10,True,treatment_equality,RejectOptionClassification_tuned,28.9247,10.7045
social10,True,treatment_equality,EqOddsPostprocessing_tuned,31.149,9.893
social10,True,treatment_equality,CalibratedEqOddsPostprocessing_tuned,28.8971,9.025
social10,True,treatment_equality,JiangNachum_tuned,28.5891,5.5471
social10,True,treatment_equality,DPAbstention_tuned,37.6148,5.0541
social10,True,treatment_equality,FaX_tuned,28.989000000000004,17.127299999999998
social10,True,treatment_equality,FairBayesDPP_tuned,30.6893,2.4387000000000003
social10,True,treatment_equality,GetFair_tuned,28.8465,17.3713
social20,True,treatment_equality,Reweighing_tuned,29.878300000000003,19.3809
social20,True,treatment_equality,LFR_tuned,28.9896,3.522
social20,True,treatment_equality,DisparateImpactRemover_tuned,30.7354,32.5709
social20,True,treatment_equality,Fair-SMOTE_tuned,29.9007,19.8385
social20,True,treatment_equality,FairSSL-CT_tuned,30.532200000000003,21.1922
social20,True,treatment_equality,FairSSL-LP_tuned,31.759200000000003,24.5562
social20,True,treatment_equality,FairSSL-LS_tuned,30.3924,24.931
social20,True,treatment_equality,FairSSL-ST_tuned,30.2029,12.6154
social20,True,treatment_equality,LTDD_tuned,30.708299999999998,32.4696
social20,True,treatment_equality,PrejudiceRemover_tuned,29.17,2.0707
social20,True,treatment_equality,SquaredDifferenceFairLogistic_tuned,32.0162,29.672799999999995
social20,True,treatment_equality,FairnessConstraintModel_tuned,31.7005,31.2663
social20,True,treatment_equality,DisparateMistreatmentModel_tuned,34.781099999999995,24.467
social20,True,treatment_equality,ConvexFrameworkModel_tuned,30.6901,31.6703
social20,True,treatment_equality,HSICLinearRegression_tuned,43.5273,3.1863
social20,True,treatment_equality,GerryFairClassifier_tuned,30.9608,6.9443
social20,True,treatment_equality,AdversarialDebiasing_tuned,29.5399,7.373900000000001
social20,True,treatment_equality,ExponentiatedGradientReduction_tuned,30.5007,28.3934
social20,True,treatment_equality,GridSearchReduction_tuned,28.6965,12.0064
social20,True,treatment_equality,MetaFairClassifier_tuned,31.614899999999995,3.9918
social20,True,treatment_equality,AdaFair_tuned,36.184,1.3257
social20,True,treatment_equality,FAGTB_tuned,33.2973,3.0133
social20,True,treatment_equality,HGR_tuned,48.507000000000005,1.6384
social20,True,treatment_equality,FairDummies_tuned,43.8611,3.8704
social20,True,treatment_equality,GeneralFairERM_tuned,45.82769999999999,20.2764
social20,True,treatment_equality,MultiAdversarialDebiasing_tuned,32.1426,26.2511
social20,True,treatment_equality,FairGeneralizedLinearModel_tuned,36.2517,20.9723
social20,True,treatment_equality,GradualCompatibility_tuned,45.3946,2.1919
social20,True,treatment_equality,RejectOptionClassification_tuned,30.2391,26.265600000000003
social20,True,treatment_equality,EqOddsPostprocessing_tuned,33.3017,19.3936
social20,True,treatment_equality,CalibratedEqOddsPostprocessing_tuned,28.8497,16.1391
social20,True,treatment_equality,JiangNachum_tuned,28.6965,12.0064
social20,True,treatment_equality,DPAbstention_tuned,42.6704,3.5935
social20,True,treatment_equality,FaX_tuned,30.7082,32.3773
social20,True,treatment_equality,FairBayesDPP_tuned,31.3261,4.0401
social20,True,treatment_equality,GetFair_tuned,30.5908,32.3312
social30,True,treatment_equality,Reweighing_tuned,28.9016,33.281
social30,True,treatment_equality,LFR_tuned,27.0244,3.0689
social30,True,treatment_equality,DisparateImpactRemover_tuned,30.5094,48.2162
social30,True,treatment_equality,Fair-SMOTE_tuned,28.7965,32.779
social30,True,treatment_equality,FairSSL-CT_tuned,29.3629,33.798
social30,True,treatment_equality,FairSSL-LP_tuned,30.0983,24.873
social30,True,treatment_equality,FairSSL-LS_tuned,28.3809,24.7584
social30,True,treatment_equality,FairSSL-ST_tuned,27.3259,8.353200000000001
social30,True,treatment_equality,LTDD_tuned,30.5274,48.4404
social30,True,treatment_equality,PrejudiceRemover_tuned,28.0429,2.317
social30,True,treatment_equality,SquaredDifferenceFairLogistic_tuned,36.707,39.7524
social30,True,treatment_equality,FairnessConstraintModel_tuned,30.564,47.94250000000001
social30,True,treatment_equality,DisparateMistreatmentModel_tuned,38.4015,36.7959
social30,True,treatment_equality,ConvexFrameworkModel_tuned,30.4635,48.0323
social30,True,treatment_equality,HSICLinearRegression_tuned,43.9324,5.5612
social30,True,treatment_equality,GerryFairClassifier_tuned,38.6162,3.6768
social30,True,treatment_equality,AdversarialDebiasing_tuned,27.1843,10.1712
social30,True,treatment_equality,ExponentiatedGradientReduction_tuned,30.1118,43.2501
social30,True,treatment_equality,GridSearchReduction_tuned,26.4627,18.0837
social30,True,treatment_equality,MetaFairClassifier_tuned,30.418,9.6845
social30,True,treatment_equality,AdaFair_tuned,34.6792,0.6578
social30,True,treatment_equality,FAGTB_tuned,30.7101,1.4127
social30,True,treatment_equality,HGR_tuned,50.093700000000005,0.0
social30,True,treatment_equality,FairDummies_tuned,46.37140000000001,3.053
social30,True,treatment_equality,GeneralFairERM_tuned,47.979,29.81160000000001
social30,True,treatment_equality,MultiAdversarialDebiasing_tuned,31.3496,40.402
social30,True,treatment_equality,FairGeneralizedLinearModel_tuned,34.6883,30.5792
social30,True,treatment_equality,GradualCompatibility_tuned,46.682,2.3124
social30,True,treatment_equality,RejectOptionClassification_tuned,29.6597,41.3236
social30,True,treatment_equality,EqOddsPostprocessing_tuned,35.578900000000004,28.783
social30,True,treatment_equality,CalibratedEqOddsPostprocessing_tuned,26.8326,24.9925
social30,True,treatment_equality,JiangNachum_tuned,26.4627,18.0837
social30,True,treatment_equality,DPAbstention_tuned,45.4625,2.8455000000000004
social30,True,treatment_equality,FaX_tuned,30.4134,47.82640000000001
social30,True,treatment_equality,FairBayesDPP_tuned,32.2859,4.6211
social30,True,treatment_equality,GetFair_tuned,30.5322,48.2037
social40,True,treatment_equality,Reweighing_tuned,28.4788,39.3506
social40,True,treatment_equality,LFR_tuned,25.7271,11.4306
social40,True,treatment_equality,DisparateImpactRemover_tuned,31.5572,60.807500000000005
social40,True,treatment_equality,Fair-SMOTE_tuned,28.469800000000003,39.045
social40,True,treatment_equality,FairSSL-CT_tuned,28.3311,29.4581
social40,True,treatment_equality,FairSSL-LP_tuned,35.2305,57.411
social40,True,treatment_equality,FairSSL-LS_tuned,35.1186,57.1664
social40,True,treatment_equality,FairSSL-ST_tuned,29.7226,39.5639
social40,True,treatment_equality,LTDD_tuned,31.5482,60.7085
social40,True,treatment_equality,PrejudiceRemover_tuned,25.8658,6.7266
social40,True,treatment_equality,SquaredDifferenceFairLogistic_tuned,36.416,53.0331
social40,True,treatment_equality,FairnessConstraintModel_tuned,31.9107,59.8915
social40,True,treatment_equality,DisparateMistreatmentModel_tuned,36.877,52.9558
social40,True,treatment_equality,ConvexFrameworkModel_tuned,31.4944,60.6312
social40,True,treatment_equality,HSICLinearRegression_tuned,46.0626,4.6667
social40,True,treatment_equality,GerryFairClassifier_tuned,47.1096,0.885
social40,True,treatment_equality,AdversarialDebiasing_tuned,25.7225,6.975299999999999
social40,True,treatment_equality,ExponentiatedGradientReduction_tuned,30.9261,56.786100000000005
social40,True,treatment_equality,GridSearchReduction_tuned,29.132,45.087
social40,True,treatment_equality,MetaFairClassifier_tuned,33.3288,17.7742
social40,True,treatment_equality,AdaFair_tuned,32.9261,1.3857
social40,True,treatment_equality,FAGTB_tuned,28.2149,1.9565
social40,True,treatment_equality,HGR_tuned,49.991,0.0
social40,True,treatment_equality,FairDummies_tuned,49.4676,0.0738
social40,True,treatment_equality,GeneralFairERM_tuned,48.2685,39.5853
social40,True,treatment_equality,MultiAdversarialDebiasing_tuned,31.9016,55.83410000000001
social40,True,treatment_equality,FairGeneralizedLinearModel_tuned,47.6824,2.5935
social40,True,treatment_equality,GradualCompatibility_tuned,47.9866,1.2906
social40,True,treatment_equality,RejectOptionClassification_tuned,30.5011,53.812
social40,True,treatment_equality,EqOddsPostprocessing_tuned,38.9486,37.6482
social40,True,treatment_equality,CalibratedEqOddsPostprocessing_tuned,25.4497,39.3595
social40,True,treatment_equality,JiangNachum_tuned,25.1454,41.4872
social40,True,treatment_equality,DPAbstention_tuned,46.009,4.5707
social40,True,treatment_equality,FaX_tuned,31.414,60.488600000000005
social40,True,treatment_equality,FairBayesDPP_tuned,30.0268,7.9154
social40,True,treatment_equality,GetFair_tuned,31.405,60.53609999999999
social50,True,treatment_equality,Reweighing_tuned,26.9703,41.8142
social50,True,treatment_equality,LFR_tuned,23.770700000000005,4.2072
social50,True,treatment_equality,DisparateImpactRemover_tuned,31.9148,72.7438
social50,True,treatment_equality,Fair-SMOTE_tuned,26.9614,42.133300000000006
social50,True,treatment_equality,FairSSL-CT_tuned,26.7256,38.599
social50,True,treatment_equality,FairSSL-LP_tuned,35.2005,66.468
social50,True,treatment_equality,FairSSL-LS_tuned,35.2005,66.468
social50,True,treatment_equality,FairSSL-ST_tuned,27.641,45.98270000000001
social50,True,treatment_equality,LTDD_tuned,31.9555,72.8283
social50,True,treatment_equality,PrejudiceRemover_tuned,24.5004,4.4267
social50,True,treatment_equality,SquaredDifferenceFairLogistic_tuned,41.3595,55.9528
social50,True,treatment_equality,FairnessConstraintModel_tuned,32.336200000000005,71.6742
social50,True,treatment_equality,DisparateMistreatmentModel_tuned,33.142900000000004,69.3131
social50,True,treatment_equality,ConvexFrameworkModel_tuned,32.3182,71.6759
social50,True,treatment_equality,HSICLinearRegression_tuned,46.3176,3.8269
social50,True,treatment_equality,GerryFairClassifier_tuned,43.3083,1.3108
social50,True,treatment_equality,AdversarialDebiasing_tuned,23.5486,12.0659
social50,True,treatment_equality,ExponentiatedGradientReduction_tuned,31.556800000000003,68.6098
social50,True,treatment_equality,GridSearchReduction_tuned,26.6667,39.9051
social50,True,treatment_equality,MetaFairClassifier_tuned,31.4026,28.2073
social50,True,treatment_equality,AdaFair_tuned,30.038500000000003,0.2972999999999999
social50,True,treatment_equality,FAGTB_tuned,26.8072,2.7461
social50,True,treatment_equality,HGR_tuned,50.59140000000001,0.0
social50,True,treatment_equality,FairDummies_tuned,49.2544,0.0
social50,True,treatment_equality,GeneralFairERM_tuned,48.41610000000001,46.5308
social50,True,treatment_equality,MultiAdversarialDebiasing_tuned,32.331900000000005,68.4163
social50,True,treatment_equality,FairGeneralizedLinearModel_tuned,39.252300000000005,36.3474
social50,True,treatment_equality,GradualCompatibility_tuned,49.5808,0.8605
social50,True,treatment_equality,RejectOptionClassification_tuned,30.877,66.7222
social50,True,treatment_equality,EqOddsPostprocessing_tuned,39.4246,47.4321
social50,True,treatment_equality,CalibratedEqOddsPostprocessing_tuned,22.0258,46.241
social50,True,treatment_equality,JiangNachum_tuned,21.9988,46.0712
social50,True,treatment_equality,DPAbstention_tuned,45.615300000000005,4.914499999999999
social50,True,treatment_equality,FaX_tuned,31.892200000000003,72.6451
social50,True,treatment_equality,FairBayesDPP_tuned,27.7408,7.941699999999999
social50,True,treatment_equality,GetFair_tuned,31.9784,72.4371
credit_card_clients,True,treatment_equality,Reweighing_tuned,19.1088,0.8894000000000001
credit_card_clients,True,treatment_equality,LFR_tuned,19.0889,0.2001
credit_card_clients,True,treatment_equality,DisparateImpactRemover_tuned,19.0223,0.64
credit_card_clients,True,treatment_equality,Fair-SMOTE_tuned,22.0579,20.8833
credit_card_clients,True,treatment_equality,FairSSL-CT_tuned,61.5155,3.3744
credit_card_clients,True,treatment_equality,FairSSL-ST_tuned,21.2333,5.4196
credit_card_clients,True,treatment_equality,LTDD_tuned,19.117800000000003,1.6552
credit_card_clients,True,treatment_equality,PrejudiceRemover_tuned,19.311200000000003,0.3822
credit_card_clients,True,treatment_equality,FairnessConstraintModel_tuned,19.2556,0.5973999999999999
credit_card_clients,True,treatment_equality,DisparateMistreatmentModel_tuned,19.1933,0.4287999999999999
credit_card_clients,True,treatment_equality,HSICLinearRegression_tuned,20.2267,1.0551
credit_card_clients,True,treatment_equality,GerryFairClassifier_tuned,20.2622,2.3104
credit_card_clients,True,treatment_equality,AdversarialDebiasing_tuned,18.3355,1.4472999999999998
credit_card_clients,True,treatment_equality,ExponentiatedGradientReduction_tuned,19.0622,0.8709999999999999
credit_card_clients,True,treatment_equality,GridSearchReduction_tuned,19.2867,0.2479
credit_card_clients,True,treatment_equality,MetaFairClassifier_tuned,18.7667,2.0888
credit_card_clients,True,treatment_equality,AdaFair_tuned,27.5,1.1317
credit_card_clients,True,treatment_equality,FAGTB_tuned,18.4911,0.2905
credit_card_clients,True,treatment_equality,HGR_tuned,77.8578,0.0
credit_card_clients,True,treatment_equality,FairDummies_tuned,19.2866,0.3548
credit_card_clients,True,treatment_equality,GeneralFairERM_tuned,45.9622,2.8714999999999997
credit_card_clients,True,treatment_equality,MultiAdversarialDebiasing_tuned,18.5067,0.2462999999999999
credit_card_clients,True,treatment_equality,GradualCompatibility_tuned,39.2177,0.389
credit_card_clients,True,treatment_equality,RejectOptionClassification_tuned,20.0022,5.380800000000001
credit_card_clients,True,treatment_equality,EqOddsPostprocessing_tuned,19.76,1.9898
credit_card_clients,True,treatment_equality,CalibratedEqOddsPostprocessing_tuned,20.0645,11.3521
credit_card_clients,True,treatment_equality,JiangNachum_tuned,19.1088,4.1469000000000005
credit_card_clients,True,treatment_equality,FaX_tuned,19.0445,1.4403
credit_card_clients,True,treatment_equality,FairBayesDPP_tuned,19.3533,2.702
credit_card_clients,True,treatment_equality,GetFair_tuned,19.0378,1.4008
adult_data_set_sex,True,treatment_equality,Reweighing_tuned,21.6782,31.081
adult_data_set_sex,True,treatment_equality,LFR_tuned,24.2351,0.6458
adult_data_set_sex,True,treatment_equality,DisparateImpactRemover_tuned,21.597,19.4853
adult_data_set_sex,True,treatment_equality,Fair-SMOTE_tuned,28.9886,17.283
adult_data_set_sex,True,treatment_equality,FairSSL-CT_tuned,24.8723,0.0
adult_data_set_sex,True,treatment_equality,FairSSL-ST_tuned,32.430299999999995,4.1333
adult_data_set_sex,True,treatment_equality,LTDD_tuned,22.3904,38.2633
adult_data_set_sex,True,treatment_equality,PrejudiceRemover_tuned,20.0217,33.166500000000006
adult_data_set_sex,True,treatment_equality,GerryFairClassifier_tuned,21.9256,14.2275
adult_data_set_sex,True,treatment_equality,AdversarialDebiasing_tuned,20.6211,19.0546
adult_data_set_sex,True,treatment_equality,ExponentiatedGradientReduction_tuned,22.5527,36.1736
adult_data_set_sex,True,treatment_equality,GridSearchReduction_tuned,21.4001,28.5829
adult_data_set_sex,True,treatment_equality,MetaFairClassifier_tuned,25.6715,6.180100000000001
adult_data_set_sex,True,treatment_equality,AdaFair_tuned,20.5039,17.5378
adult_data_set_sex,True,treatment_equality,FAGTB_tuned,22.7974,12.7269
adult_data_set_sex,True,treatment_equality,HGR_tuned,23.6849,9.87
adult_data_set_sex,True,treatment_equality,FairDummies_tuned,23.837,12.265199999999998
adult_data_set_sex,True,treatment_equality,MultiAdversarialDebiasing_tuned,21.9648,19.544600000000003
adult_data_set_sex,True,treatment_equality,GradualCompatibility_tuned,24.587,6.0424
adult_data_set_sex,True,treatment_equality,EqOddsPostprocessing_tuned,24.4973,6.2012
adult_data_set_sex,True,treatment_equality,CalibratedEqOddsPostprocessing_tuned,19.9639,35.0148
adult_data_set_sex,True,treatment_equality,JiangNachum_tuned,19.9233,30.142800000000005
adult_data_set_sex,True,treatment_equality,FaX_tuned,21.7751,21.8788
adult_data_set_sex,True,treatment_equality,GetFair_tuned,21.6173,19.4725
adult_data_set_race,True,treatment_equality,Reweighing_tuned,20.0318,15.021
adult_data_set_race,True,treatment_equality,LFR_tuned,23.2216,1.3484999999999998
adult_data_set_race,True,treatment_equality,DisparateImpactRemover_tuned,20.0042,2.9978
adult_data_set_race,True,treatment_equality,Fair-SMOTE_tuned,26.7038,8.358899999999998
adult_data_set_race,True,treatment_equality,FairSSL-CT_tuned,25.4268,6.6187
adult_data_set_race,True,treatment_equality,FairSSL-ST_tuned,27.5929,2.7604
adult_data_set_race,True,treatment_equality,LTDD_tuned,20.0927,19.0207
adult_data_set_race,True,treatment_equality,PrejudiceRemover_tuned,19.905900000000003,9.3217
adult_data_set_race,True,treatment_equality,GerryFairClassifier_tuned,19.8797,9.5837
adult_data_set_race,True,treatment_equality,AdversarialDebiasing_tuned,19.6323,6.9618
adult_data_set_race,True,treatment_equality,ExponentiatedGradientReduction_tuned,21.2221,18.6703
adult_data_set_race,True,treatment_equality,GridSearchReduction_tuned,20.2548,12.5401
adult_data_set_race,True,treatment_equality,MetaFairClassifier_tuned,20.0898,5.9425
adult_data_set_race,True,treatment_equality,AdaFair_tuned,20.488,3.6722
adult_data_set_race,True,treatment_equality,FAGTB_tuned,19.8914,7.8111
adult_data_set_race,True,treatment_equality,HGR_tuned,21.002,2.5976
adult_data_set_race,True,treatment_equality,FairDummies_tuned,20.6805,6.7683
adult_data_set_race,True,treatment_equality,MultiAdversarialDebiasing_tuned,19.7422,4.0095
adult_data_set_race,True,treatment_equality,GradualCompatibility_tuned,23.2042,0.9263
adult_data_set_race,True,treatment_equality,EqOddsPostprocessing_tuned,21.916999999999994,11.667
adult_data_set_race,True,treatment_equality,CalibratedEqOddsPostprocessing_tuned,20.1144,29.1808
adult_data_set_race,True,treatment_equality,JiangNachum_tuned,19.9233,8.092600000000001
adult_data_set_race,True,treatment_equality,FaX_tuned,19.9551,3.6318
adult_data_set_race,True,treatment_equality,GetFair_tuned,19.971,3.0939
acs2017_census,True,treatment_equality,Reweighing_tuned,10.3025,30.8724
acs2017_census,True,treatment_equality,LFR_tuned,19.2327,11.663200000000002
acs2017_census,True,treatment_equality,DisparateImpactRemover_tuned,10.1522,21.7862
acs2017_census,True,treatment_equality,Fair-SMOTE_tuned,10.8508,27.4151
acs2017_census,True,treatment_equality,FairSSL-CT_tuned,14.1758,74.3323
acs2017_census,True,treatment_equality,FairSSL-ST_tuned,11.1531,22.8377
acs2017_census,True,treatment_equality,LTDD_tuned,13.4809,78.76520000000001
acs2017_census,True,treatment_equality,PrejudiceRemover_tuned,10.1999,5.9427
acs2017_census,True,treatment_equality,GerryFairClassifier_tuned,12.1801,5.228800000000001
acs2017_census,True,treatment_equality,AdversarialDebiasing_tuned,9.6278,9.944
acs2017_census,True,treatment_equality,ExponentiatedGradientReduction_tuned,14.0154,69.3
acs2017_census,True,treatment_equality,GridSearchReduction_tuned,10.3081,23.0785
acs2017_census,True,treatment_equality,MetaFairClassifier_tuned,26.3101,0.8472
acs2017_census,True,treatment_equality,AdaFair_tuned,40.5455,0.0
acs2017_census,True,treatment_equality,FAGTB_tuned,10.9103,20.7573
acs2017_census,True,treatment_equality,HGR_tuned,10.4071,19.5855
acs2017_census,True,treatment_equality,FairDummies_tuned,10.759899999999998,6.765499999999999
acs2017_census,True,treatment_equality,MultiAdversarialDebiasing_tuned,13.2417,21.2037
acs2017_census,True,treatment_equality,GradualCompatibility_tuned,10.7407,12.655
acs2017_census,True,treatment_equality,EqOddsPostprocessing_tuned,12.721,22.4173
acs2017_census,True,treatment_equality,CalibratedEqOddsPostprocessing_tuned,11.1331,19.4035
acs2017_census,True,treatment_equality,JiangNachum_tuned,10.0339,3.6609
acs2017_census,True,treatment_equality,FaX_tuned,10.056,14.6909
acs2017_census,True,treatment_equality,GetFair_tuned,10.1019,11.8283
communities,True,equalized_odds,Reweighing_tuned,18.0635,4.646599999999999
communities,True,equalized_odds,LFR_tuned,28.2137,3.4563
communities,True,equalized_odds,DisparateImpactRemover_tuned,15.793,19.7878
communities,True,equalized_odds,Fair-SMOTE_tuned,18.631,4.518800000000001
communities,True,equalized_odds,FairSSL-CT_tuned,22.7045,12.1612
communities,True,equalized_odds,FairSSL-LP_tuned,21.4023,4.5981
communities,True,equalized_odds,FairSSL-LS_tuned,21.469,5.112299999999999
communities,True,equalized_odds,FairSSL-ST_tuned,21.636100000000003,4.4683
communities,True,equalized_odds,LTDD_tuned,22.237,16.0123
communities,True,equalized_odds,PrejudiceRemover_tuned,21.1353,2.8159
communities,True,equalized_odds,SquaredDifferenceFairLogistic_tuned,17.5293,8.6759
communities,True,equalized_odds,FairnessConstraintModel_tuned,22.6712,6.610200000000001
communities,True,equalized_odds,DisparateMistreatmentModel_tuned,17.3956,10.6491
communities,True,equalized_odds,ConvexFrameworkModel_tuned,17.5961,9.3319
communities,True,equalized_odds,HSICLinearRegression_tuned,18.7979,8.978
communities,True,equalized_odds,GerryFairClassifier_tuned,15.9266,25.4076
communities,True,equalized_odds,AdversarialDebiasing_tuned,16.3939,15.9863
communities,True,equalized_odds,ExponentiatedGradientReduction_tuned,17.0618,3.858
communities,True,equalized_odds,GridSearchReduction_tuned,16.561,15.208800000000002
communities,True,equalized_odds,MetaFairClassifier_tuned,21.9699,13.7638
communities,True,equalized_odds,AdaFair_tuned,39.4657,0.0
communities,True,equalized_odds,FAGTB_tuned,21.3356,2.089
communities,True,equalized_odds,HGR_tuned,17.9966,4.2448
communities,True,equalized_odds,FairDummies_tuned,21.7695,4.1837
communities,True,equalized_odds,GeneralFairERM_tuned,43.005,12.4078
communities,True,equalized_odds,MultiAdversarialDebiasing_tuned,19.232100000000003,6.3437
communities,True,equalized_odds,FairGeneralizedLinearModel_tuned,15.392400000000002,14.7031
communities,True,equalized_odds,GradualCompatibility_tuned,19.1653,10.4436
