metric,dataset,model,binarize,ignore,error_rate,bias,max_bias_gap
treatment_equality,adult_data_set,GridSearchReduction,True,True,22.06616955042352,2.734177021068556,5.736229999380749
treatment_equality,adult_data_set,JiangNachum,True,True,24.187359733584305,0.0336200166527152,0.1124405213998832
treatment_equality,adult_data_set,PFR,True,False,21.55940056468544,3.763883139378303,9.13437872280466
treatment_equality,adult_data_set,Fair-SMOTE,True,False,27.488597697820893,3.9050657673958487,8.014253627064328
treatment_equality,adult_data_set,FairSSL-xT,True,False,28.64692680807935,8.16313436075911,19.38337124083902
treatment_equality,adult_data_set,FairSSL-Lx,True,False,32.78795337725331,3.375276688997489,6.380236671548135
treatment_equality,adult_data_set,ExponentiatedGradientReduction,True,False,22.78288568739593,3.478139214395077,7.299924042760359
treatment_equality,adult_data_set,GridSearchReduction,True,False,22.06616955042352,2.734177021068556,5.736229999380749
treatment_equality,adult_data_set,JiangNachum,True,False,24.16564106276696,0.7630492721818566,1.622183699201628
treatment_equality,adult_data_set,PFR,False,True,25.331209729964527,0.8179708048350292,1.5506624150506347
treatment_equality,adult_data_set,Fair-SMOTE,False,True,27.69854484905524,2.564614160720305,5.031528057995827
treatment_equality,adult_data_set,FairSSL-xT,False,True,24.00637081010642,0.0498722885533568,0.1480348392456962
treatment_equality,adult_data_set,ExponentiatedGradientReduction,False,True,23.115905306595234,4.096976830697134,8.206142307980125
treatment_equality,adult_data_set,GridSearchReduction,False,True,23.12314486353435,5.441626478445418,10.843142605231154
treatment_equality,adult_data_set,JiangNachum,False,True,26.265112575110404,6.168386714911492,12.0524630820362
treatment_equality,adult_data_set,PFR,False,False,21.537681893868097,3.81219898078755,9.205962493989423
treatment_equality,adult_data_set,Fair-SMOTE,False,False,27.87953377253312,2.877265522050437,5.590317239239595
treatment_equality,adult_data_set,FairSSL-xT,False,False,20.270759429522915,5.079966407671724,12.270605066648056
treatment_equality,adult_data_set,ExponentiatedGradientReduction,False,False,23.101426192717007,4.266721698327174,8.608440629952746
treatment_equality,adult_data_set,GridSearchReduction,False,False,23.12314486353435,5.441626478445418,10.843142605231154
treatment_equality,adult_data_set,JiangNachum,False,False,23.45616448273366,7.47476922734621,14.762195912771196
consistency,compas_mult,PFR,True,True,34.88120950323974,3.29373650107992,
consistency,compas_mult,Fair-SMOTE,True,True,33.477321814254864,2.424406047516204,
consistency,compas_mult,FairSSL-xT,True,True,39.41684665226781,1.3714902807775384,
consistency,compas_mult,FairSSL-Lx,True,True,33.207343412527,3.0075593952483866,
consistency,compas_mult,ExponentiatedGradientReduction,True,True,45.95032397408208,8.066954643628476,
consistency,compas_mult,GridSearchReduction,True,True,32.23542116630669,2.6943844492440645,
consistency,compas_mult,JiangNachum,True,True,45.41036717062635,0.3023758099352052,
consistency,compas_mult,PFR,True,False,34.44924406047516,3.1749460043196605,
consistency,compas_mult,Fair-SMOTE,True,False,32.34341252699784,2.7213822894168493,
consistency,compas_mult,FairSSL-xT,True,False,44.600431965442766,3.077753779697631,
consistency,compas_mult,FairSSL-Lx,True,False,33.585313174946,2.7861771058315377,
consistency,compas_mult,ExponentiatedGradientReduction,True,False,45.3023758099352,7.284017278617695,
consistency,compas_mult,GridSearchReduction,True,False,32.23542116630669,2.6943844492440645,
consistency,compas_mult,JiangNachum,True,False,36.06911447084234,2.640388768898489,
consistency,compas_mult,PFR,False,True,34.88120950323974,1.87365010799136,
consistency,compas_mult,Fair-SMOTE,False,True,33.639308855291574,0.9287257019438442,
consistency,compas_mult,FairSSL-xT,False,True,46.11231101511879,1.9924406047516208,
consistency,compas_mult,FairSSL-Lx,False,True,32.12742980561555,0.772138228941684,
consistency,compas_mult,ExponentiatedGradientReduction,False,True,45.78833693304535,6.204103671706242,
consistency,compas_mult,GridSearchReduction,False,True,34.82721382289417,2.024838012958964,
consistency,compas_mult,JiangNachum,False,True,45.03239740820735,0.7019438444924406,
consistency,compas_mult,PFR,False,False,34.44924406047516,2.9103671706263508,
consistency,compas_mult,Fair-SMOTE,False,False,32.34341252699784,4.913606911447082,
consistency,compas_mult,FairSSL-xT,False,False,47.19222462203024,15.65334773218141,
consistency,compas_mult,FairSSL-Lx,False,False,34.39524838012959,3.984881209503239,
consistency,compas_mult,ExponentiatedGradientReduction,False,False,44.87041036717063,7.311015118790477,
consistency,compas_mult,GridSearchReduction,False,False,34.82721382289417,2.024838012958964,
consistency,compas_mult,JiangNachum,False,False,34.77321814254859,9.330453563714892,
consistency,adult_data_set,PFR,True,True,25.331209729964527,0.3887642076304932,
consistency,adult_data_set,Fair-SMOTE,True,True,27.95916889886339,2.6308549916745134,
consistency,adult_data_set,FairSSL-xT,True,True,32.085716354159125,2.133497429957283,
consistency,adult_data_set,FairSSL-Lx,True,True,27.12661985086513,0.3207123724028091,
consistency,adult_data_set,ExponentiatedGradientReduction,True,True,22.790125244335048,3.157170781148207,
consistency,adult_data_set,GridSearchReduction,True,True,22.06616955042352,1.2343444581191605,
consistency,adult_data_set,JiangNachum,True,True,24.187359733584305,0.3750090494461741,
consistency,adult_data_set,PFR,True,False,21.55940056468544,0.3655976254253241,
consistency,adult_data_set,Fair-SMOTE,True,False,27.611670165785856,2.5316730616086307,
consistency,adult_data_set,FairSSL-xT,True,False,29.233330920147687,1.1974227177296732,
consistency,adult_data_set,FairSSL-Lx,True,False,33.634981539129804,0.176645189314414,
consistency,adult_data_set,ExponentiatedGradientReduction,True,False,22.761167016578582,2.95880692101644,
consistency,adult_data_set,GridSearchReduction,True,False,22.06616955042352,1.2343444581191605,
consistency,adult_data_set,JiangNachum,True,False,24.16564106276696,0.5198001882284805,
consistency,adult_data_set,PFR,False,True,25.331209729964527,0.2258741765003981,
consistency,adult_data_set,Fair-SMOTE,False,True,27.8216173170202,1.5695359444001975,
consistency,adult_data_set,FairSSL-xT,False,True,23.97741258234996,0.3764569608339972,
consistency,adult_data_set,ExponentiatedGradientReduction,False,True,23.23173821762108,5.142981249547574,
consistency,adult_data_set,GridSearchReduction,False,True,23.12314486353435,0.5632375298631724,
consistency,adult_data_set,JiangNachum,False,True,26.265112575110404,1.4435676536595927,
consistency,adult_data_set,PFR,False,False,21.537681893868097,9.799464272786556,
consistency,adult_data_set,Fair-SMOTE,False,False,27.7275030768117,2.0415550568305205,
consistency,adult_data_set,FairSSL-xT,False,False,20.422790125244337,10.84630420618266,
consistency,adult_data_set,ExponentiatedGradientReduction,False,False,23.195540432925505,5.685948019981241,
consistency,adult_data_set,GridSearchReduction,False,False,23.12314486353435,0.5632375298631724,
consistency,adult_data_set,JiangNachum,False,False,23.45616448273366,4.577571852602658,
demographic_parity,compas_mult,GerryFairClassifier,True,False,53.40172786177105,0.0,0.0
demographic_parity,compas_mult,DPAbstention,True,False,38.55291576673866,3.2335599575373504,11.435507771857363
demographic_parity,compas_mult,fairret,True,False,34.12526997840173,9.684966987956768,24.779582061269608
demographic_parity,compas_mult,GerryFairClassifier,False,False,53.40172786177105,0.0,0.0
demographic_parity,compas_mult,DPAbstention,False,False,39.36285097192225,6.246674455033349,16.660821412090446
demographic_parity,compas_mult,fairret,False,False,38.714902807775374,6.052584066605412,16.102352879250446
demographic_parity,adult_data_set,GerryFairClassifier,True,False,23.71678853254181,1.514692521235334,2.772011234582977
demographic_parity,adult_data_set,DPAbstention,True,False,24.686889162383263,0.0314263565559403,0.1099035291244352
demographic_parity,adult_data_set,fairret,True,False,21.725910374285093,2.503064644052159,7.201331879143326
demographic_parity,adult_data_set,GerryFairClassifier,False,False,23.60819517845508,1.6360760815327304,3.2360483575528147
demographic_parity,adult_data_set,DPAbstention,False,False,24.498660681966264,0.3856928005659278,0.8100810081008101
demographic_parity,adult_data_set,fairret,False,False,23.955693911532613,2.092079308415985,7.904892137565405
equalized_odds,compas_mult,GerryFairClassifier,True,False,53.40172786177105,0.0,0.0
equalized_odds,compas_mult,DPAbstention,True,False,38.44492440604751,1.8329139426123804,4.41582049791005
equalized_odds,compas_mult,fairret,True,False,38.8768898488121,1.70492768089365,3.797521922521923
equalized_odds,compas_mult,GerryFairClassifier,False,False,53.40172786177105,0.0,0.0
equalized_odds,compas_mult,DPAbstention,False,False,39.36285097192225,2.5731585627458293,7.593400806428289
equalized_odds,compas_mult,fairret,False,False,41.73866090712743,0.5612802418326386,2.033223306544202
equalized_odds,adult_data_set,GerryFairClassifier,True,False,23.71678853254181,1.993693131213656,3.0392192579097737
equalized_odds,adult_data_set,DPAbstention,True,False,24.686889162383263,0.08077364173791,0.2045706574191604
equalized_odds,adult_data_set,fairret,True,False,21.43632809672048,1.3064396147270343,3.5812981717558743
equalized_odds,adult_data_set,GerryFairClassifier,False,False,23.60819517845508,2.1838298263545304,3.4468452594646024
equalized_odds,adult_data_set,DPAbstention,False,False,24.49142112502715,0.5208521189802434,1.4017061790073997
equalized_odds,adult_data_set,fairret,False,False,24.71584739013972,0.0340676470730317,0.0479919830755024
treatment_equality,compas_mult,GerryFairClassifier,True,False,53.40172786177105,0.0,0.0
treatment_equality,compas_mult,DPAbstention,True,False,38.44492440604751,1.021763517993191,2.085200248156062
treatment_equality,compas_mult,fairret,True,False,31.155507559395247,6.602926544450642,12.780639902503111
treatment_equality,compas_mult,GerryFairClassifier,False,False,53.40172786177105,0.0,0.0
treatment_equality,compas_mult,DPAbstention,False,False,39.36285097192225,3.9437350554960657,7.180771754040675
treatment_equality,compas_mult,fairret,False,False,33.639308855291574,4.075864673746758,8.599448058348116
treatment_equality,adult_data_set,GerryFairClassifier,True,False,23.71678853254181,0.1674645940746379,0.4008542653013519
treatment_equality,adult_data_set,DPAbstention,True,False,24.686889162383263,0.0050814557623679,0.0158481403274816
treatment_equality,adult_data_set,fairret,True,False,25.12126257873018,1.0469206714090795,2.429730218764204
treatment_equality,adult_data_set,GerryFairClassifier,False,False,23.60819517845508,0.1872291278695242,0.3845962369456293
treatment_equality,adult_data_set,DPAbstention,False,False,24.47694201114892,0.0291079372022068,0.0993657046044555
treatment_equality,adult_data_set,fairret,False,False,29.016144211974225,1.3335522234552546,2.668504632962815
consistency,compas_mult,GerryFairClassifier,True,False,53.40172786177105,0.0,
consistency,compas_mult,DPAbstention,True,False,38.44492440604751,2.516198704103673,
consistency,compas_mult,fairret,True,False,34.71922246220303,3.050755939524844,
consistency,compas_mult,GerryFairClassifier,False,False,53.40172786177105,0.0,
consistency,compas_mult,DPAbstention,False,False,39.36285097192225,3.9578833693304576,
consistency,compas_mult,fairret,False,False,43.30453563714903,1.4092872570194377,
consistency,adult_data_set,GerryFairClassifier,True,False,23.71678853254181,0.1947440816622024,
consistency,adult_data_set,DPAbstention,True,False,24.686889162383263,0.091218417432853,
consistency,adult_data_set,fairret,True,False,21.689712589589515,0.9158039527980882,
consistency,adult_data_set,GerryFairClassifier,False,False,23.60819517845508,0.860783320060811,
consistency,adult_data_set,DPAbstention,False,False,24.4697024542098,0.2895822775646132,
consistency,adult_data_set,fairret,False,False,23.535799609063925,0.4271338594078046,
demographic_parity,german,Reweighing,False,True,21.333333333333343,4.963633335184059,
demographic_parity,german,GridSearchReduction,False,True,22.0,3.2979845649880657,
demographic_parity,german,ExponentiatedGradientReduction,False,True,21.66666666666667,2.83715507190051,
demographic_parity,german,FAGTB,False,True,22.333333333333343,6.135139636888565,
demographic_parity,german,RejectOptionClassification,False,True,38.33333333333333,5.046915773693861,
demographic_parity,german,EqOddsPostprocessing,False,True,21.66666666666667,2.2708344900338684,
demographic_parity,german,CalibratedEqOddsPostprocessing,False,True,20.0,0.0,
demographic_parity,german,JiangNachum,False,True,22.0,2.376325578812944,
demographic_parity,german,LFR,False,False,20.0,0.0,
demographic_parity,german,Reweighing,False,False,21.333333333333343,4.963633335184059,
demographic_parity,german,GridSearchReduction,False,False,22.0,3.2979845649880657,
demographic_parity,german,ExponentiatedGradientReduction,False,False,22.0,3.2979845649880657,
demographic_parity,german,FAGTB,False,False,22.333333333333343,4.291821664538331,
demographic_parity,german,RejectOptionClassification,False,False,38.0,9.549719615790352,
demographic_parity,german,EqOddsPostprocessing,False,False,20.66666666666667,2.942646160679585,
demographic_parity,german,CalibratedEqOddsPostprocessing,False,False,20.333333333333343,8.433734939759042,
demographic_parity,german,JiangNachum,False,False,21.66666666666667,3.581144855921381,
demographic_parity,communities,Reweighing,False,True,16.193656093489153,34.59420289855073,
demographic_parity,communities,GridSearchReduction,False,True,21.368948247078464,12.254180602006686,
demographic_parity,communities,ExponentiatedGradientReduction,False,True,27.879799666110188,0.7536231884057942,
demographic_parity,communities,FAGTB,False,True,17.529215358931552,33.27870680044593,
demographic_parity,communities,RejectOptionClassification,False,True,56.92821368948247,7.0234113712374535,
demographic_parity,communities,EqOddsPostprocessing,False,True,25.54257095158597,14.55852842809364,
demographic_parity,communities,CalibratedEqOddsPostprocessing,False,True,17.195325542570956,56.64214046822742,
demographic_parity,communities,JiangNachum,False,True,29.71619365609349,2.9609810479375693,
demographic_parity,communities,LFR,False,False,39.56594323873121,0.0,
demographic_parity,communities,Reweighing,False,False,17.028380634390643,23.581939799331103,
demographic_parity,communities,GridSearchReduction,False,False,16.52754590984975,27.92865105908584,
demographic_parity,communities,ExponentiatedGradientReduction,False,False,23.70617696160268,1.5529542920847297,
demographic_parity,communities,FAGTB,False,False,18.864774624373965,29.940914158305464,
demographic_parity,communities,RejectOptionClassification,False,False,35.89315525876461,6.665551839464884,
demographic_parity,communities,EqOddsPostprocessing,False,False,28.04674457429049,14.243032329988852,
demographic_parity,communities,CalibratedEqOddsPostprocessing,False,False,17.195325542570956,60.64882943143813,
demographic_parity,communities,JiangNachum,False,False,30.05008347245409,2.3812709030100327,
demographic_parity,compas,LFR,False,True,52.21382289416847,10.828214695575108,
demographic_parity,compas,Reweighing,False,True,32.23542116630669,24.171064195914703,
demographic_parity,compas,GridSearchReduction,False,True,34.50323974082073,18.240717114678443,
demographic_parity,compas,ExponentiatedGradientReduction,False,True,45.24838012958964,0.8644673473437919,
demographic_parity,compas,FAGTB,False,True,34.665226781857456,19.618958867230983,
demographic_parity,compas,RejectOptionClassification,False,True,43.95248380129589,4.991426821045521,
demographic_parity,compas,EqOddsPostprocessing,False,True,38.12095032397408,3.843323459693732,
demographic_parity,compas,CalibratedEqOddsPostprocessing,False,True,32.07343412526998,24.98449924869122,
demographic_parity,compas,JiangNachum,False,True,45.8963282937365,0.9803377746221577,
demographic_parity,compas,LFR,False,False,46.65226781857451,0.3363940383432502,
demographic_parity,compas,Reweighing,False,False,31.74946004319653,9.187415485466277,
demographic_parity,compas,GridSearchReduction,False,False,32.34341252699784,25.557071732423136,
demographic_parity,compas,ExponentiatedGradientReduction,False,False,32.50539956803455,2.921783763594743,
demographic_parity,compas,FAGTB,False,False,33.26133909287256,6.154075619013105,
demographic_parity,compas,RejectOptionClassification,False,False,43.95248380129589,5.166711658907046,
demographic_parity,compas,EqOddsPostprocessing,False,False,37.90496760259179,3.538362356410035,
demographic_parity,compas,CalibratedEqOddsPostprocessing,False,False,32.18142548596113,29.23645086415918,
demographic_parity,compas,JiangNachum,False,False,35.58315334773218,0.2790751567640581,
demographic_parity,implicit30,LFR,False,True,45.52003601981089,0.1555003035166313,
demographic_parity,implicit30,Reweighing,False,True,27.93786582620441,36.02788093872939,
demographic_parity,implicit30,GridSearchReduction,False,True,34.69158036920305,8.321081456238943,
demographic_parity,implicit30,ExponentiatedGradientReduction,False,True,38.31607384061234,1.0711003689861776,
demographic_parity,implicit30,FAGTB,False,True,43.98919405673121,9.741555534417444,
demographic_parity,implicit30,RejectOptionClassification,False,True,31.517334533993704,3.744277753112896,
demographic_parity,implicit30,EqOddsPostprocessing,False,True,40.38721296713192,7.321048396959595,
demographic_parity,implicit30,CalibratedEqOddsPostprocessing,False,True,26.42953624493471,56.03671567620322,
demographic_parity,implicit30,JiangNachum,False,True,41.73795587573165,8.61234790449803,
demographic_parity,implicit30,LFR,False,False,48.5141828005403,0.0,
demographic_parity,implicit30,Reweighing,False,False,28.68077442593426,19.589083298634613,
demographic_parity,implicit30,GridSearchReduction,False,False,32.102656461053584,0.1487667570489792,
demographic_parity,implicit30,ExponentiatedGradientReduction,False,False,32.5303917154435,0.4533786076445611,
demographic_parity,implicit30,FAGTB,False,False,40.88248536695183,0.466947109412219,
demographic_parity,implicit30,RejectOptionClassification,False,False,32.05763169743359,1.4153630730283528,
demographic_parity,implicit30,EqOddsPostprocessing,False,False,39.41918054930211,8.131528066821115,
demographic_parity,implicit30,CalibratedEqOddsPostprocessing,False,False,26.96983340837461,57.02577629982292,
demographic_parity,implicit30,JiangNachum,False,False,36.19990995047276,0.4887297265997598,
demographic_parity,social30,LFR,False,True,56.72527974423384,0.3756399231069962,
demographic_parity,social30,Reweighing,False,True,30.554921214889248,2.434618207551853,
demographic_parity,social30,GridSearchReduction,False,True,30.57775747887645,1.836765520156458,
demographic_parity,social30,ExponentiatedGradientReduction,False,True,30.646266270838098,1.9629037581517288,
demographic_parity,social30,FAGTB,False,True,38.73030372231104,0.7458971691708727,
demographic_parity,social30,RejectOptionClassification,False,True,30.851792646723,1.7048064802424434,
demographic_parity,social30,EqOddsPostprocessing,False,True,31.4455355103905,13.978395019229506,
demographic_parity,social30,CalibratedEqOddsPostprocessing,False,True,30.691938798812515,6.406679192865495,
demographic_parity,social30,JiangNachum,False,True,32.244804749942915,1.271647019895461,
demographic_parity,social30,LFR,False,False,43.84562685544645,1.1947039465037057,
demographic_parity,social30,Reweighing,False,False,29.276090431605382,13.66609543528124,
demographic_parity,social30,GridSearchReduction,False,False,31.2400091345056,1.6777053272229558,
demographic_parity,social30,ExponentiatedGradientReduction,False,False,30.395067366978765,5.203296201206975,
demographic_parity,social30,FAGTB,False,False,38.06805206668189,4.312713507640275,
demographic_parity,social30,RejectOptionClassification,False,False,29.93834208723453,8.19750419035149,
demographic_parity,social30,EqOddsPostprocessing,False,False,36.83489381137246,7.979213686854203,
demographic_parity,social30,CalibratedEqOddsPostprocessing,False,False,26.969627768897013,47.24471610968477,
demographic_parity,social30,JiangNachum,False,False,32.26764101393013,1.097961801352515,
equalized_odds,german,Reweighing,False,True,21.333333333333343,9.06316421047678,
equalized_odds,german,GridSearchReduction,False,True,22.0,7.180531917396726,
equalized_odds,german,ExponentiatedGradientReduction,False,True,21.66666666666667,6.891514576356261,
equalized_odds,german,FAGTB,False,True,22.333333333333343,5.135155802699587,
equalized_odds,german,RejectOptionClassification,False,True,57.66666666666666,4.422783938949497,
equalized_odds,german,EqOddsPostprocessing,False,True,21.333333333333343,4.679767217512016,
equalized_odds,german,CalibratedEqOddsPostprocessing,False,True,20.66666666666667,13.106343283582088,
equalized_odds,german,JiangNachum,False,True,21.66666666666667,6.891514576356261,
equalized_odds,german,LFR,False,False,20.0,0.0,
equalized_odds,german,Reweighing,False,False,21.333333333333343,9.06316421047678,
equalized_odds,german,GridSearchReduction,False,False,22.0,7.180531917396726,
equalized_odds,german,ExponentiatedGradientReduction,False,False,21.66666666666667,8.31689555376036,
equalized_odds,german,FAGTB,False,False,22.333333333333343,6.829848393345939,
equalized_odds,german,RejectOptionClassification,False,False,29.33333333333333,5.424834903255663,
equalized_odds,german,EqOddsPostprocessing,False,False,21.66666666666667,3.680216233598166,
equalized_odds,german,CalibratedEqOddsPostprocessing,False,False,22.0,4.477611940298509,
equalized_odds,german,JiangNachum,False,False,21.66666666666667,6.891514576356261,
equalized_odds,communities,Reweighing,False,True,16.193656093489153,9.441467883900929,
equalized_odds,communities,GridSearchReduction,False,True,17.362270450751254,5.895312917806217,
equalized_odds,communities,ExponentiatedGradientReduction,False,True,16.36060100166945,4.657358115158846,
equalized_odds,communities,FAGTB,False,True,17.529215358931552,12.128523831560257,
equalized_odds,communities,RejectOptionClassification,False,True,25.04173622704508,7.684797611987484,
equalized_odds,communities,EqOddsPostprocessing,False,True,23.03839732888148,0.5024328660993171,
equalized_odds,communities,CalibratedEqOddsPostprocessing,False,True,19.69949916527545,46.824722109699785,
equalized_odds,communities,JiangNachum,False,True,24.54090150250417,5.7853203339042985,
equalized_odds,communities,LFR,False,False,39.56594323873121,0.0,
equalized_odds,communities,Reweighing,False,False,17.028380634390643,3.827482596486647,
equalized_odds,communities,GridSearchReduction,False,False,19.53255425709516,14.956440126530742,
equalized_odds,communities,ExponentiatedGradientReduction,False,False,16.694490818030047,3.9895008646455175,
equalized_odds,communities,FAGTB,False,False,18.864774624373965,10.009483681991329,
equalized_odds,communities,RejectOptionClassification,False,False,33.889816360601,8.355808129454825,
equalized_odds,communities,EqOddsPostprocessing,False,False,29.5492487479132,1.3095608659333124,
equalized_odds,communities,CalibratedEqOddsPostprocessing,False,False,19.36560934891486,49.5819116161585,
equalized_odds,communities,JiangNachum,False,False,20.03338898163605,1.4239096915178409,
equalized_odds,compas,LFR,False,True,44.97840172786177,6.489169613179014,
equalized_odds,compas,Reweighing,False,True,32.23542116630669,21.582008575160835,
equalized_odds,compas,GridSearchReduction,False,True,44.49244060475161,8.347050104330462,
equalized_odds,compas,ExponentiatedGradientReduction,False,True,44.5464362850972,4.939675160965841,
equalized_odds,compas,FAGTB,False,True,34.665226781857456,16.937119086700246,
equalized_odds,compas,RejectOptionClassification,False,True,43.68250539956803,4.973359718207144,
equalized_odds,compas,EqOddsPostprocessing,False,True,36.33909287257019,1.14541483609798,
equalized_odds,compas,CalibratedEqOddsPostprocessing,False,True,32.93736501079914,28.718130042326266,
equalized_odds,compas,JiangNachum,False,True,45.8963282937365,0.9395605404028186,
equalized_odds,compas,LFR,False,False,49.78401727861771,4.985145014210829,
equalized_odds,compas,Reweighing,False,False,31.74946004319653,6.2971274310840695,
equalized_odds,compas,GridSearchReduction,False,False,32.34341252699784,23.00795023158108,
equalized_odds,compas,ExponentiatedGradientReduction,False,False,32.34341252699784,0.9316729603080928,
equalized_odds,compas,FAGTB,False,False,33.26133909287256,4.557045942977159,
equalized_odds,compas,RejectOptionClassification,False,False,44.11447084233261,5.4750556849671215,
equalized_odds,compas,EqOddsPostprocessing,False,False,34.93520518358531,3.3245317439884654,
equalized_odds,compas,CalibratedEqOddsPostprocessing,False,False,33.26133909287256,32.62308100987508,
equalized_odds,compas,JiangNachum,False,False,34.881209503239745,1.1507666685903937,
equalized_odds,implicit30,LFR,False,True,54.95272399819901,19.692816277759743,
equalized_odds,implicit30,Reweighing,False,True,27.93786582620441,24.151732469242063,
equalized_odds,implicit30,GridSearchReduction,False,True,32.64295362449347,4.766588969631366,
equalized_odds,implicit30,ExponentiatedGradientReduction,False,True,34.28635749662314,0.7881975256521789,
equalized_odds,implicit30,FAGTB,False,True,43.98919405673121,5.601712894379962,
equalized_odds,implicit30,RejectOptionClassification,False,True,29.963980189104007,3.550642727925994,
equalized_odds,implicit30,EqOddsPostprocessing,False,True,38.18099954975236,1.087489232722691,
equalized_odds,implicit30,CalibratedEqOddsPostprocessing,False,True,26.857271499324625,45.8730629316492,
equalized_odds,implicit30,JiangNachum,False,True,41.55785682125169,5.162456067243004,
equalized_odds,implicit30,LFR,False,False,48.5141828005403,0.0,
equalized_odds,implicit30,Reweighing,False,False,28.68077442593426,6.274019586292074,
equalized_odds,implicit30,GridSearchReduction,False,False,26.632147681224662,45.22224588521711,
equalized_odds,implicit30,ExponentiatedGradientReduction,False,False,30.12156686177397,1.337181901087997,
equalized_odds,implicit30,FAGTB,False,False,40.88248536695183,7.897519021768673,
equalized_odds,implicit30,RejectOptionClassification,False,False,29.53624493471409,3.727968617952437,
equalized_odds,implicit30,EqOddsPostprocessing,False,False,39.26159387663215,2.1770633342636985,
equalized_odds,implicit30,CalibratedEqOddsPostprocessing,False,False,26.834759117514626,49.34886144322213,
equalized_odds,implicit30,JiangNachum,False,False,32.55290409725349,1.3435664010240538,
equalized_odds,social30,LFR,False,True,40.76273121717286,6.5343600016583085,
equalized_odds,social30,Reweighing,False,True,30.554921214889248,9.950800188934576,
equalized_odds,social30,GridSearchReduction,False,True,31.17150034254395,10.874076658212692,
equalized_odds,social30,ExponentiatedGradientReduction,False,True,44.78191367892212,3.588191745062061,
equalized_odds,social30,FAGTB,False,True,38.73030372231104,6.3174814406164845,
equalized_odds,social30,RejectOptionClassification,False,True,40.511532313313545,6.033528397226145,
equalized_odds,social30,EqOddsPostprocessing,False,True,31.605389358300982,3.1874202880270817,
equalized_odds,social30,CalibratedEqOddsPostprocessing,False,True,31.125827814569533,4.637749535326138,
equalized_odds,social30,JiangNachum,False,True,37.56565425896324,6.21453041956726,
equalized_odds,social30,LFR,False,False,48.846768668645815,1.1333121209838648,
equalized_odds,social30,Reweighing,False,False,29.276090431605382,1.5375835145980177,
equalized_odds,social30,GridSearchReduction,False,False,26.855446448960947,29.46105274101796,
equalized_odds,social30,ExponentiatedGradientReduction,False,False,28.8878739438228,3.146323660836223,
equalized_odds,social30,FAGTB,False,False,38.06805206668189,2.796253365294399,
equalized_odds,social30,RejectOptionClassification,False,False,28.27129481616808,6.775881940947909,
equalized_odds,social30,EqOddsPostprocessing,False,False,35.62457182005025,1.148429251176983,
equalized_odds,social30,CalibratedEqOddsPostprocessing,False,False,26.78693765699932,30.379310713819187,
equalized_odds,social30,JiangNachum,False,False,30.029687143183367,0.8189668536528014,
treatment_equality,german,Reweighing,False,True,21.333333333333343,8.45410628019323,
treatment_equality,german,GridSearchReduction,False,True,22.0,3.3594624860022404,
treatment_equality,german,ExponentiatedGradientReduction,False,True,21.66666666666667,1.6018306636155557,
treatment_equality,german,FAGTB,False,True,22.333333333333343,21.5633423180593,
treatment_equality,german,RejectOptionClassification,False,True,37.66666666666667,3.1325301204819302,
treatment_equality,german,EqOddsPostprocessing,False,True,22.333333333333343,0.877192982456132,
treatment_equality,german,CalibratedEqOddsPostprocessing,False,True,21.0,26.315789473684216,
treatment_equality,german,JiangNachum,False,True,22.0,3.3594624860022404,
treatment_equality,german,LFR,False,False,20.0,0.0,
treatment_equality,german,Reweighing,False,False,21.333333333333343,8.45410628019323,
treatment_equality,german,GridSearchReduction,False,False,22.0,3.3594624860022404,
treatment_equality,german,ExponentiatedGradientReduction,False,False,22.0,3.3594624860022404,
treatment_equality,german,FAGTB,False,False,22.333333333333343,17.78975741239892,
treatment_equality,german,RejectOptionClassification,False,False,42.66666666666666,5.676328502415459,
treatment_equality,german,EqOddsPostprocessing,False,False,23.33333333333333,6.000000000000005,
treatment_equality,german,CalibratedEqOddsPostprocessing,False,False,21.0,26.315789473684216,
treatment_equality,german,JiangNachum,False,False,22.0,3.3594624860022404,
treatment_equality,communities,Reweighing,False,True,16.193656093489153,17.59504862953139,
treatment_equality,communities,GridSearchReduction,False,True,21.368948247078464,56.57855657855657,
treatment_equality,communities,ExponentiatedGradientReduction,False,True,26.54424040066779,66.65998396150762,
treatment_equality,communities,FAGTB,False,True,17.529215358931552,12.46189024390244,
treatment_equality,communities,RejectOptionClassification,False,True,57.92988313856428,0.0,
treatment_equality,communities,EqOddsPostprocessing,False,True,28.38063439065108,51.77510505723808,
treatment_equality,communities,CalibratedEqOddsPostprocessing,False,True,17.69616026711185,40.96256684491978,
treatment_equality,communities,JiangNachum,False,True,14.85809682804674,7.142857142857145,
treatment_equality,communities,LFR,False,False,39.56594323873121,0.0,
treatment_equality,communities,Reweighing,False,False,17.028380634390643,48.30645161290322,
treatment_equality,communities,GridSearchReduction,False,False,16.52754590984975,33.30457290767904,
treatment_equality,communities,ExponentiatedGradientReduction,False,False,24.04006677796328,81.82533438237608,
treatment_equality,communities,FAGTB,False,False,18.864774624373965,21.95357833655705,
treatment_equality,communities,RejectOptionClassification,False,False,36.56093489148581,0.0,
treatment_equality,communities,EqOddsPostprocessing,False,False,28.71452420701168,44.18604651162791,
treatment_equality,communities,CalibratedEqOddsPostprocessing,False,False,16.193656093489153,56.505102040816325,
treatment_equality,communities,JiangNachum,False,False,14.190317195325548,32.05128205128205,
