,metric,dataset,model,error_rate-DIFF,global-DIFF,DELTA-DIFF
358,equalized_odds,social50,JiangNachum,-8.8602,-6.9549,-7.9075
359,treatment_equality,communities,Reweighing,0.8347,30.7114,15.7731
360,treatment_equality,communities,Fair-SMOTE,2.8381,18.4194,10.6287
361,treatment_equality,communities,FairSSL-LS,2.8381,32.0839,17.461
362,treatment_equality,communities,FairSSL-CT,2.1703,9.5614,5.8658
363,treatment_equality,communities,FairSSL-LP,3.6728,36.9172,20.295
364,treatment_equality,communities,FairSSL-ST,2.3372,28.5464,15.4418
365,treatment_equality,communities,GridSearchReduction,-4.8414,-23.274,-14.0577
366,treatment_equality,communities,ExponentiatedGradientReduction,-2.5042,15.1654,6.3306
367,treatment_equality,communities,FAGTB,1.3356,9.4917,5.4136
368,treatment_equality,communities,RejectOptionClassification,-21.3689,0.0,-10.6845
369,treatment_equality,communities,EqOddsPostprocessing,0.3339,-7.5891,-3.6276
370,treatment_equality,communities,CalibratedEqOddsPostprocessing,-1.5025,15.5425,7.02
371,treatment_equality,communities,JiangNachum,-0.6678,24.9084,12.1203
372,treatment_equality,compas_race,LFR,-0.8099,-6.032,-3.421
373,treatment_equality,compas_race,Reweighing,-0.486,-23.9806,-12.2333
374,treatment_equality,compas_race,Fair-SMOTE,-0.7559,-21.0315,-10.8937
375,treatment_equality,compas_race,FairSSL-LS,-0.378,-24.1565,-12.2672
376,treatment_equality,compas_race,FairSSL-CT,0.162,-20.8343,-10.3362
377,treatment_equality,compas_race,FairSSL-LP,0.162,-22.6445,-11.2412
378,treatment_equality,compas_race,FairSSL-ST,-0.378,-23.4201,-11.899
379,treatment_equality,compas_race,GridSearchReduction,-2.1598,11.0475,4.4438
380,treatment_equality,compas_race,ExponentiatedGradientReduction,-12.473,0.9948,-5.7391
381,treatment_equality,compas_race,FAGTB,-1.4039,-11.3702,-6.387
382,treatment_equality,compas_race,RejectOptionClassification,-0.27,0.2052,-0.0324
383,treatment_equality,compas_race,EqOddsPostprocessing,-1.8898,-1.7274,-1.8086
384,treatment_equality,compas_race,CalibratedEqOddsPostprocessing,1.2959,5.788,3.5419
385,treatment_equality,compas_race,JiangNachum,0.162,2.3447,1.2534
386,treatment_equality,german,Reweighing,0.0,0.0,0.0
387,treatment_equality,german,Fair-SMOTE,-0.3333,-2.928,-1.6307
388,treatment_equality,german,FairSSL-LS,-1.6667,6.9796,2.6565
389,treatment_equality,german,FairSSL-CT,0.0,3.5969,1.7984
390,treatment_equality,german,FairSSL-LP,-2.3333,2.3383,0.0025
391,treatment_equality,german,FairSSL-ST,-0.6667,14.1592,6.7463
392,treatment_equality,german,GridSearchReduction,0.0,0.0,0.0
393,treatment_equality,german,ExponentiatedGradientReduction,0.3333,1.7576,1.0455
394,treatment_equality,german,FAGTB,0.0,-3.7736,-1.8868
395,treatment_equality,german,RejectOptionClassification,5.0,2.5438,3.7719
396,treatment_equality,german,EqOddsPostprocessing,1.0,5.1228,3.0614
397,treatment_equality,german,CalibratedEqOddsPostprocessing,0.0,0.0,0.0
398,treatment_equality,german,JiangNachum,0.0,0.0,0.0
399,treatment_equality,implicit10,Reweighing,0.5701,-9.307,-4.3684
400,treatment_equality,implicit10,Fair-SMOTE,0.5701,-8.9494,-4.1896
401,treatment_equality,implicit10,FairSSL-LS,1.1403,7.2694,4.2048
402,treatment_equality,implicit10,FairSSL-CT,0.3649,-1.8101,-0.7226
403,treatment_equality,implicit10,FairSSL-LP,0.0228,5.0012,2.512
404,treatment_equality,implicit10,FairSSL-ST,0.4561,-12.2089,-5.8764
405,treatment_equality,implicit10,GridSearchReduction,-0.0912,10.9437,5.4263
406,treatment_equality,implicit10,ExponentiatedGradientReduction,-2.5998,1.3583,-0.6207
407,treatment_equality,implicit10,FAGTB,-0.9806,7.1608,3.0901
408,treatment_equality,implicit10,RejectOptionClassification,0.1596,-2.8907,-1.3656
409,treatment_equality,implicit10,EqOddsPostprocessing,-0.5929,-1.6729,-1.1329
410,treatment_equality,implicit10,CalibratedEqOddsPostprocessing,-0.6842,-9.9037,-5.2939
411,treatment_equality,implicit10,JiangNachum,0.0,-0.1626,-0.0813
412,treatment_equality,implicit20,Reweighing,2.2913,18.0205,10.1559
413,treatment_equality,implicit20,Fair-SMOTE,2.2913,18.1644,10.2278
414,treatment_equality,implicit20,FairSSL-LS,0.363,14.1839,7.2734
415,treatment_equality,implicit20,FairSSL-CT,1.2704,19.8187,10.5446
416,treatment_equality,implicit20,FairSSL-LP,0.0681,8.3566,4.2123
417,treatment_equality,implicit20,FairSSL-ST,0.0,0.0,0.0
418,treatment_equality,implicit20,GridSearchReduction,-2.1098,-6.5074,-4.3086
419,treatment_equality,implicit20,ExponentiatedGradientReduction,-0.9755,2.6904,0.8575
420,treatment_equality,implicit20,FAGTB,0.1815,-1.9987,-0.9086
421,treatment_equality,implicit20,RejectOptionClassification,-0.0681,0.0,-0.034
422,treatment_equality,implicit20,EqOddsPostprocessing,0.8848,-1.5771,-0.3462
423,treatment_equality,implicit20,CalibratedEqOddsPostprocessing,-0.0454,-3.2562,-1.6508
424,treatment_equality,implicit20,JiangNachum,0.0,0.3533,0.1766
425,treatment_equality,implicit30,LFR,-5.0878,-41.2952,-23.1915
426,treatment_equality,implicit30,Reweighing,0.7429,17.0944,8.9186
427,treatment_equality,implicit30,Fair-SMOTE,0.7429,17.0944,8.9186
428,treatment_equality,implicit30,FairSSL-LS,2.0711,42.1157,22.0934
429,treatment_equality,implicit30,FairSSL-CT,1.5759,20.2301,10.903
430,treatment_equality,implicit30,FairSSL-LP,2.2062,37.5119,19.8591
431,treatment_equality,implicit30,FairSSL-ST,1.801,10.6676,6.2343
432,treatment_equality,implicit30,GridSearchReduction,-2.5889,16.0659,6.7385
433,treatment_equality,implicit30,ExponentiatedGradientReduction,-5.7857,10.6382,2.4263
434,treatment_equality,implicit30,FAGTB,-3.1067,13.9036,5.3984
435,treatment_equality,implicit30,RejectOptionClassification,0.09,-0.8625,-0.3862
436,treatment_equality,implicit30,EqOddsPostprocessing,-0.7204,0.725,0.0023
437,treatment_equality,implicit30,CalibratedEqOddsPostprocessing,-0.2026,0.1099,-0.0464
438,treatment_equality,implicit30,JiangNachum,-0.0225,1.8261,0.9018
439,treatment_equality,implicit40,LFR,2.9312,13.0631,7.9971
440,treatment_equality,implicit40,Reweighing,-0.7044,0.0267,-0.3389
441,treatment_equality,implicit40,Fair-SMOTE,-1.8859,-10.0658,-5.9759
442,treatment_equality,implicit40,FairSSL-LS,0.6589,17.8453,9.2521
443,treatment_equality,implicit40,FairSSL-CT,1.7496,22.6548,12.2022
444,treatment_equality,implicit40,FairSSL-LP,0.5908,12.7614,6.6761
445,treatment_equality,implicit40,FairSSL-ST,0.5226,7.4811,4.0018
446,treatment_equality,implicit40,GridSearchReduction,-0.5908,1.7411,0.5752
447,treatment_equality,implicit40,ExponentiatedGradientReduction,-2.5449,1.4701,-0.5374
448,treatment_equality,implicit40,FAGTB,-5.5215,-3.0647,-4.2931
449,treatment_equality,implicit40,RejectOptionClassification,-0.7498,0.0,-0.3749
450,treatment_equality,implicit40,EqOddsPostprocessing,1.0452,-1.1179,-0.0363
451,treatment_equality,implicit40,CalibratedEqOddsPostprocessing,0.5453,-7.4627,-3.4587
452,treatment_equality,implicit40,JiangNachum,0.3408,-4.442,-2.0506
453,treatment_equality,implicit50,LFR,-2.4601,0.0,-1.2301
454,treatment_equality,implicit50,Reweighing,2.7563,22.6484,12.7023
455,treatment_equality,implicit50,Fair-SMOTE,3.4169,25.5623,14.4896
456,treatment_equality,implicit50,FairSSL-LS,3.6902,24.6075,14.1488
457,treatment_equality,implicit50,FairSSL-CT,3.1207,23.7756,13.4482
458,treatment_equality,implicit50,FairSSL-LP,3.0752,18.6534,10.8643
459,treatment_equality,implicit50,FairSSL-ST,6.0364,39.2765,22.6565
460,treatment_equality,implicit50,GridSearchReduction,-0.615,0.4414,-0.0868
461,treatment_equality,implicit50,ExponentiatedGradientReduction,-1.1162,1.2484,0.0661
462,treatment_equality,implicit50,FAGTB,0.3872,-2.0167,-0.8147
463,treatment_equality,implicit50,RejectOptionClassification,0.0228,0.0727,0.0477
464,treatment_equality,implicit50,EqOddsPostprocessing,-1.2301,-4.2612,-2.7457
465,treatment_equality,implicit50,CalibratedEqOddsPostprocessing,0.41,-23.0938,-11.3419
466,treatment_equality,implicit50,JiangNachum,0.1595,-5.1165,-2.4785
467,treatment_equality,social10,LFR,-5.1241,-4.5983,-4.8612
468,treatment_equality,social10,Reweighing,-0.7583,-12.8506,-6.8044
469,treatment_equality,social10,Fair-SMOTE,-0.6664,-10.482,-5.5742
470,treatment_equality,social10,FairSSL-LS,0.0,-3.022,-1.511
471,treatment_equality,social10,FairSSL-CT,-0.4825,-8.0292,-4.2559
472,treatment_equality,social10,FairSSL-LP,-0.2528,-3.7269,-1.9898
473,treatment_equality,social10,FairSSL-ST,-0.2987,-9.2445,-4.7716
474,treatment_equality,social10,GridSearchReduction,-0.3676,-2.5767,-1.4722
475,treatment_equality,social10,ExponentiatedGradientReduction,-0.0919,-5.4372,-2.7645
476,treatment_equality,social10,FAGTB,-0.3217,-0.8404,-0.581
477,treatment_equality,social10,RejectOptionClassification,-0.5285,-2.7269,-1.6277
478,treatment_equality,social10,EqOddsPostprocessing,1.011,2.3974,1.7042
479,treatment_equality,social10,CalibratedEqOddsPostprocessing,-0.1838,5.9087,2.8624
480,treatment_equality,social10,JiangNachum,-0.3447,-2.5086,-1.4266
481,treatment_equality,social20,LFR,-0.3383,9.4084,4.5351
482,treatment_equality,social20,Reweighing,-1.1051,-14.1313,-7.6182
483,treatment_equality,social20,Fair-SMOTE,-0.8796,-12.9222,-6.9009
484,treatment_equality,social20,FairSSL-LS,-0.0451,-0.9867,-0.5159
485,treatment_equality,social20,FairSSL-CT,-1.1276,-12.5698,-6.8487
486,treatment_equality,social20,FairSSL-LP,-0.1804,-1.7942,-0.9873
487,treatment_equality,social20,FairSSL-ST,-1.1502,-18.9465,-10.0483
488,treatment_equality,social20,GridSearchReduction,-2.6838,-17.8213,-10.2526
489,treatment_equality,social20,ExponentiatedGradientReduction,-0.2932,-3.7824,-2.0378
490,treatment_equality,social20,FAGTB,-0.4285,-3.1572,-1.7929
491,treatment_equality,social20,RejectOptionClassification,-0.3834,-6.3681,-3.3757
492,treatment_equality,social20,EqOddsPostprocessing,2.6613,1.536,2.0986
493,treatment_equality,social20,CalibratedEqOddsPostprocessing,-2.4357,-10.6945,-6.5651
494,treatment_equality,social20,JiangNachum,-2.7515,-17.4372,-10.0943
495,treatment_equality,social30,LFR,3.7223,-31.2972,-13.7874
496,treatment_equality,social30,Reweighing,-1.2788,-17.2267,-9.2528
497,treatment_equality,social30,Fair-SMOTE,-1.53,-18.3352,-9.9326
498,treatment_equality,social30,FairSSL-LS,-1.3473,-9.6432,-5.4952
499,treatment_equality,social30,FairSSL-CT,-1.3473,-14.3144,-7.8309
500,treatment_equality,social30,FairSSL-LP,-1.256,-12.6199,-6.938
501,treatment_equality,social30,FairSSL-ST,-3.1971,-33.1309,-18.164
502,treatment_equality,social30,GridSearchReduction,0.6623,4.6513,2.6568
503,treatment_equality,social30,ExponentiatedGradientReduction,-0.4111,-4.6805,-2.5458
504,treatment_equality,social30,FAGTB,-0.6623,-0.4616,-0.5619
505,treatment_equality,social30,RejectOptionClassification,-0.6394,-9.1404,-4.8899
506,treatment_equality,social30,EqOddsPostprocessing,5.3437,2.1361,3.7399
507,treatment_equality,social30,CalibratedEqOddsPostprocessing,-3.0829,-11.011,-7.0469
508,treatment_equality,social30,JiangNachum,-3.8365,-24.662,-14.2492
509,treatment_equality,social40,LFR,3.5794,-11.9477,-4.1841
510,treatment_equality,social40,Reweighing,-4.1834,-22.1578,-13.1706
511,treatment_equality,social40,Fair-SMOTE,-3.915,-22.0513,-12.9832
512,treatment_equality,social40,FairSSL-LS,0.0,0.0,0.0
513,treatment_equality,social40,FairSSL-CT,-3.8031,-23.8757,-13.8394
514,treatment_equality,social40,FairSSL-LP,0.0,0.0,0.0
515,treatment_equality,social40,FairSSL-ST,0.0,0.0,0.0
516,treatment_equality,social40,GridSearchReduction,-3.1544,-15.483,-9.3187
517,treatment_equality,social40,ExponentiatedGradientReduction,-0.8725,-1.7244,-1.2985
518,treatment_equality,social40,FAGTB,-1.745,-2.0211,-1.883
519,treatment_equality,social40,RejectOptionClassification,-1.0738,-5.7204,-3.3971
520,treatment_equality,social40,EqOddsPostprocessing,7.2036,-2.1622,2.5207
521,treatment_equality,social40,CalibratedEqOddsPostprocessing,-6.8009,-6.6626,-6.7318
522,treatment_equality,social40,JiangNachum,-7.7852,-23.1181,-15.4517
523,treatment_equality,social50,Reweighing,-5.2572,-30.5439,-17.9006
524,treatment_equality,social50,Fair-SMOTE,-5.2799,-28.5775,-16.9287
525,treatment_equality,social50,FairSSL-LS,0.0,0.0,0.0
526,treatment_equality,social50,FairSSL-CT,-5.7331,-31.7226,-18.7278
527,treatment_equality,social50,FairSSL-LP,0.0,0.0,0.0
528,treatment_equality,social50,FairSSL-ST,-9.4947,-65.5765,-37.5356
529,treatment_equality,social50,GridSearchReduction,-5.3025,-30.6864,-17.9945
530,treatment_equality,social50,ExponentiatedGradientReduction,-0.8838,-3.6308,-2.2573
531,treatment_equality,social50,FAGTB,7.9764,2.3141,5.1453
532,treatment_equality,social50,RejectOptionClassification,-1.3823,-5.0072,-3.1948
533,treatment_equality,social50,EqOddsPostprocessing,9.2228,1.6801,5.4514
534,treatment_equality,social50,CalibratedEqOddsPostprocessing,-9.5173,-26.3572,-17.9373
535,treatment_equality,social50,JiangNachum,-10.0159,-26.0088,-18.0123
