,metric,dataset,model,error_rate-DIFF,global-DIFF,DELTA-DIFF
329,equalized_odds,social30,GridSearchReduction_tuned,0.0,0.0,0.0
330,equalized_odds,social30,ExponentiatedGradientReduction_tuned,0.0913,-0.0561,0.0176
331,equalized_odds,social30,FAGTB_tuned,-2.8317,-6.3622,-4.5969
332,equalized_odds,social30,RejectOptionClassification_tuned,-13.2222,2.3317,-5.4453
333,equalized_odds,social30,EqOddsPostprocessing_tuned,2.786,-1.0258,0.8801
334,equalized_odds,social30,CalibratedEqOddsPostprocessing_tuned,-3.0829,26.5568,11.7369
335,equalized_odds,social30,JiangNachum_tuned,-0.7079,-9.6461,-5.177
336,equalized_odds,social40,LFR_tuned,-0.2013,1.1488,0.4737
337,equalized_odds,social40,Reweighing_tuned,-4.1834,-16.7059,-10.4447
338,equalized_odds,social40,Fair-SMOTE_tuned,0.1119,-0.0256,0.0431
339,equalized_odds,social40,FairSSL-LS_tuned,0.0,0.0,0.0
340,equalized_odds,social40,FairSSL-CT_tuned,-0.2685,0.9998,0.3657
341,equalized_odds,social40,FairSSL-LP_tuned,0.0,0.0,0.0
342,equalized_odds,social40,FairSSL-ST_tuned,0.0,0.0,0.0
343,equalized_odds,social40,GridSearchReduction_tuned,0.0,0.0,0.0
344,equalized_odds,social40,ExponentiatedGradientReduction_tuned,0.2013,-0.5315,-0.1651
345,equalized_odds,social40,FAGTB_tuned,-2.1253,-3.0721,-2.5987
346,equalized_odds,social40,RejectOptionClassification_tuned,-17.3154,-1.9615,-9.6384
347,equalized_odds,social40,EqOddsPostprocessing_tuned,6.8456,1.2506,4.0481
348,equalized_odds,social40,CalibratedEqOddsPostprocessing_tuned,-6.689,32.4575,12.8842
349,equalized_odds,social40,JiangNachum_tuned,-6.6219,-5.9435,-6.2827
350,equalized_odds,social50,LFR_tuned,0.2493,-0.0421,0.1036
351,equalized_odds,social50,Reweighing_tuned,-5.2572,-15.3677,-10.3124
352,equalized_odds,social50,Fair-SMOTE_tuned,-0.136,0.2992,0.0816
353,equalized_odds,social50,FairSSL-LS_tuned,0.0,0.0,0.0
354,equalized_odds,social50,FairSSL-CT_tuned,-0.2946,-0.7965,-0.5455
355,equalized_odds,social50,FairSSL-LP_tuned,0.0,0.0,0.0
356,equalized_odds,social50,FairSSL-ST_tuned,-0.0227,-0.0847,-0.0537
357,equalized_odds,social50,GridSearchReduction_tuned,0.0,0.0,0.0
358,equalized_odds,social50,ExponentiatedGradientReduction_tuned,0.2946,-0.6053,-0.1553
359,equalized_odds,social50,FAGTB_tuned,-9.5627,-0.3284,-4.9455
360,equalized_odds,social50,RejectOptionClassification_tuned,-20.145,0.0317,-10.0567
361,equalized_odds,social50,EqOddsPostprocessing_tuned,8.5203,-1.3268,3.5968
362,equalized_odds,social50,CalibratedEqOddsPostprocessing_tuned,-9.7893,29.2425,9.7266
363,equalized_odds,social50,JiangNachum_tuned,-4.9173,-11.0283,-7.9728
364,treatment_equality,communities,LFR_tuned,-2.6711,4.1572,0.7431
365,treatment_equality,communities,Reweighing_tuned,0.8347,30.7114,15.7731
366,treatment_equality,communities,Fair-SMOTE_tuned,0.6678,1.4519,1.0598
367,treatment_equality,communities,FairSSL-LS_tuned,0.0,0.0,0.0
368,treatment_equality,communities,FairSSL-CT_tuned,0.0,0.0,0.0
369,treatment_equality,communities,FairSSL-LP_tuned,0.0,0.0,0.0
370,treatment_equality,communities,FairSSL-ST_tuned,0.0,0.0,0.0
371,treatment_equality,communities,GridSearchReduction_tuned,0.0,0.0,0.0
372,treatment_equality,communities,ExponentiatedGradientReduction_tuned,0.0,-1.7244,-0.8622
373,treatment_equality,communities,FAGTB_tuned,-0.6678,0.329,-0.1694
374,treatment_equality,communities,RejectOptionClassification_tuned,-21.3689,0.0,-10.6845
375,treatment_equality,communities,EqOddsPostprocessing_tuned,3.005,4.9402,3.9726
376,treatment_equality,communities,CalibratedEqOddsPostprocessing_tuned,0.3339,26.3745,13.3542
377,treatment_equality,communities,JiangNachum_tuned,-0.6678,24.9084,12.1203
378,treatment_equality,compas_race,LFR_tuned,-0.27,1.1662,0.4481
379,treatment_equality,compas_race,Reweighing_tuned,-0.486,-23.9806,-12.2333
380,treatment_equality,compas_race,Fair-SMOTE_tuned,-0.9179,-1.0099,-0.9639
381,treatment_equality,compas_race,FairSSL-LS_tuned,0.0,0.0,0.0
382,treatment_equality,compas_race,FairSSL-CT_tuned,-0.486,-1.62,-1.053
383,treatment_equality,compas_race,FairSSL-LP_tuned,0.0,0.0,0.0
384,treatment_equality,compas_race,FairSSL-ST_tuned,0.27,0.8679,0.5689
385,treatment_equality,compas_race,GridSearchReduction_tuned,0.0,0.0,0.0
386,treatment_equality,compas_race,ExponentiatedGradientReduction_tuned,-0.216,-0.3787,-0.2974
387,treatment_equality,compas_race,FAGTB_tuned,-12.743,0.0263,-6.3583
388,treatment_equality,compas_race,RejectOptionClassification_tuned,0.594,-0.2945,0.1497
389,treatment_equality,compas_race,EqOddsPostprocessing_tuned,0.432,-1.4942,-0.5311
390,treatment_equality,compas_race,CalibratedEqOddsPostprocessing_tuned,0.432,3.859,2.1455
391,treatment_equality,compas_race,JiangNachum_tuned,0.162,2.3447,1.2534
392,treatment_equality,german,LFR_tuned,0.0,0.0,0.0
393,treatment_equality,german,Reweighing_tuned,0.0,0.0,0.0
394,treatment_equality,german,Fair-SMOTE_tuned,-1.3333,6.4294,2.548
395,treatment_equality,german,FairSSL-LS_tuned,0.0,0.0,0.0
396,treatment_equality,german,FairSSL-CT_tuned,2.0,0.5842,1.2921
397,treatment_equality,german,FairSSL-LP_tuned,5.0,-2.8904,1.0548
398,treatment_equality,german,FairSSL-ST_tuned,0.0,0.0,0.0
399,treatment_equality,german,GridSearchReduction_tuned,0.0,0.0,0.0
400,treatment_equality,german,ExponentiatedGradientReduction_tuned,0.0,0.0,0.0
401,treatment_equality,german,FAGTB_tuned,0.0,0.0,0.0
402,treatment_equality,german,RejectOptionClassification_tuned,-7.3333,14.9591,3.8129
403,treatment_equality,german,EqOddsPostprocessing_tuned,0.6667,6.4437,3.5552
404,treatment_equality,german,CalibratedEqOddsPostprocessing_tuned,0.6667,16.6667,8.6667
405,treatment_equality,german,JiangNachum_tuned,0.0,0.0,0.0
406,treatment_equality,implicit10,LFR_tuned,0.0228,-0.008,0.0074
407,treatment_equality,implicit10,Reweighing_tuned,0.5701,-9.307,-4.3684
408,treatment_equality,implicit10,Fair-SMOTE_tuned,-0.2281,-0.9044,-0.5662
409,treatment_equality,implicit10,FairSSL-LS_tuned,0.0,0.0,0.0
410,treatment_equality,implicit10,FairSSL-CT_tuned,-0.0684,-1.4961,-0.7823
411,treatment_equality,implicit10,FairSSL-LP_tuned,0.0,0.0,0.0
412,treatment_equality,implicit10,FairSSL-ST_tuned,0.0,0.0,0.0
413,treatment_equality,implicit10,GridSearchReduction_tuned,0.0,0.0,0.0
414,treatment_equality,implicit10,ExponentiatedGradientReduction_tuned,0.7298,0.4418,0.5858
415,treatment_equality,implicit10,FAGTB_tuned,0.5929,3.4114,2.0022
416,treatment_equality,implicit10,RejectOptionClassification_tuned,0.2052,-0.3526,-0.0737
417,treatment_equality,implicit10,EqOddsPostprocessing_tuned,0.2737,-0.3704,-0.0484
418,treatment_equality,implicit10,CalibratedEqOddsPostprocessing_tuned,-0.2965,-1.5569,-0.9267
419,treatment_equality,implicit10,JiangNachum_tuned,0.0,-0.1626,-0.0813
420,treatment_equality,implicit20,LFR_tuned,-0.0227,-0.4136,-0.2181
421,treatment_equality,implicit20,Reweighing_tuned,2.2913,18.0205,10.1559
422,treatment_equality,implicit20,Fair-SMOTE_tuned,0.0,0.0,0.0
423,treatment_equality,implicit20,FairSSL-LS_tuned,0.0,0.0,0.0
424,treatment_equality,implicit20,FairSSL-CT_tuned,-0.0454,1.1054,0.53
425,treatment_equality,implicit20,FairSSL-LP_tuned,-0.0227,0.0915,0.0344
426,treatment_equality,implicit20,FairSSL-ST_tuned,0.0,0.0,0.0
427,treatment_equality,implicit20,GridSearchReduction_tuned,0.0,0.0,0.0
428,treatment_equality,implicit20,ExponentiatedGradientReduction_tuned,-0.0454,0.1953,0.075
429,treatment_equality,implicit20,FAGTB_tuned,-0.0227,-2.4019,-1.2123
430,treatment_equality,implicit20,RejectOptionClassification_tuned,0.0681,0.0,0.034
431,treatment_equality,implicit20,EqOddsPostprocessing_tuned,-0.9301,-2.4592,-1.6946
432,treatment_equality,implicit20,CalibratedEqOddsPostprocessing_tuned,-0.2269,1.7771,0.7751
433,treatment_equality,implicit20,JiangNachum_tuned,0.0,0.3533,0.1766
434,treatment_equality,implicit30,LFR_tuned,0.09,-3.7699,-1.8399
435,treatment_equality,implicit30,Reweighing_tuned,0.7429,17.0944,8.9186
436,treatment_equality,implicit30,Fair-SMOTE_tuned,0.045,-0.5151,-0.2351
437,treatment_equality,implicit30,FairSSL-LS_tuned,0.0,0.0,0.0
438,treatment_equality,implicit30,FairSSL-CT_tuned,0.2476,3.0472,1.6474
439,treatment_equality,implicit30,FairSSL-LP_tuned,0.0,0.0,0.0
440,treatment_equality,implicit30,FairSSL-ST_tuned,0.0,0.0,0.0
441,treatment_equality,implicit30,GridSearchReduction_tuned,0.0,0.0,0.0
442,treatment_equality,implicit30,ExponentiatedGradientReduction_tuned,0.833,-0.7596,0.0367
443,treatment_equality,implicit30,FAGTB_tuned,-6.7762,-0.5418,-3.659
444,treatment_equality,implicit30,RejectOptionClassification_tuned,0.1576,-0.6355,-0.2389
445,treatment_equality,implicit30,EqOddsPostprocessing_tuned,-2.1612,2.6132,0.226
446,treatment_equality,implicit30,CalibratedEqOddsPostprocessing_tuned,0.1576,1.275,0.7163
447,treatment_equality,implicit30,JiangNachum_tuned,-0.0225,1.8261,0.9018
448,treatment_equality,implicit40,LFR_tuned,0.0,0.0,0.0
449,treatment_equality,implicit40,Reweighing_tuned,-0.7044,0.0267,-0.3389
450,treatment_equality,implicit40,Fair-SMOTE_tuned,-0.0454,0.0683,0.0114
451,treatment_equality,implicit40,FairSSL-LS_tuned,0.0,0.0,0.0
452,treatment_equality,implicit40,FairSSL-CT_tuned,0.0909,0.2641,0.1775
453,treatment_equality,implicit40,FairSSL-LP_tuned,0.0,0.0,0.0
454,treatment_equality,implicit40,FairSSL-ST_tuned,0.0,0.0,0.0
455,treatment_equality,implicit40,GridSearchReduction_tuned,0.0,0.0,0.0
456,treatment_equality,implicit40,ExponentiatedGradientReduction_tuned,-1.0452,1.1317,0.0432
457,treatment_equality,implicit40,FAGTB_tuned,-0.2045,-3.6336,-1.919
458,treatment_equality,implicit40,RejectOptionClassification_tuned,-0.2954,0.0,-0.1477
459,treatment_equality,implicit40,EqOddsPostprocessing_tuned,-0.2499,1.426,0.588
460,treatment_equality,implicit40,CalibratedEqOddsPostprocessing_tuned,-0.1363,-1.9508,-1.0436
461,treatment_equality,implicit40,JiangNachum_tuned,0.3408,-4.442,-2.0506
462,treatment_equality,implicit50,LFR_tuned,-0.2278,0.0774,-0.0752
463,treatment_equality,implicit50,Reweighing_tuned,2.7563,22.6484,12.7023
464,treatment_equality,implicit50,Fair-SMOTE_tuned,-0.5011,-1.5821,-1.0416
465,treatment_equality,implicit50,FairSSL-LS_tuned,0.0,0.0,0.0
466,treatment_equality,implicit50,FairSSL-CT_tuned,-0.1367,-1.3819,-0.7593
467,treatment_equality,implicit50,FairSSL-LP_tuned,0.0,0.0,0.0
468,treatment_equality,implicit50,FairSSL-ST_tuned,0.0,0.0,0.0
469,treatment_equality,implicit50,GridSearchReduction_tuned,0.0,0.0,0.0
470,treatment_equality,implicit50,ExponentiatedGradientReduction_tuned,-0.0911,0.7178,0.3134
471,treatment_equality,implicit50,FAGTB_tuned,0.6378,-1.1722,-0.2672
472,treatment_equality,implicit50,RejectOptionClassification_tuned,-0.41,1.5292,0.5596
473,treatment_equality,implicit50,EqOddsPostprocessing_tuned,-0.4328,-3.1952,-1.814
474,treatment_equality,implicit50,CalibratedEqOddsPostprocessing_tuned,-0.2961,6.1292,2.9165
475,treatment_equality,implicit50,JiangNachum_tuned,0.1595,-5.1165,-2.4785
476,treatment_equality,social10,LFR_tuned,-0.023,0.2808,0.1289
477,treatment_equality,social10,Reweighing_tuned,-0.7583,-12.8506,-6.8044
478,treatment_equality,social10,Fair-SMOTE_tuned,-0.0919,1.3017,0.6049
479,treatment_equality,social10,FairSSL-LS_tuned,0.0,0.0,0.0
480,treatment_equality,social10,FairSSL-CT_tuned,-0.6893,0.5568,-0.0663
481,treatment_equality,social10,FairSSL-LP_tuned,0.0,0.0,0.0
482,treatment_equality,social10,FairSSL-ST_tuned,0.0,0.0,0.0
483,treatment_equality,social10,GridSearchReduction_tuned,0.0,0.0,0.0
484,treatment_equality,social10,ExponentiatedGradientReduction_tuned,-0.023,-0.2321,-0.1275
485,treatment_equality,social10,FAGTB_tuned,-5.5836,-3.2123,-4.398
486,treatment_equality,social10,RejectOptionClassification_tuned,0.1838,-6.7482,-3.2822
487,treatment_equality,social10,EqOddsPostprocessing_tuned,0.1379,0.9301,0.534
488,treatment_equality,social10,CalibratedEqOddsPostprocessing_tuned,-0.0919,-2.4765,-1.2842
489,treatment_equality,social10,JiangNachum_tuned,-0.3447,-2.5086,-1.4266
490,treatment_equality,social20,LFR_tuned,-0.0451,-0.0674,-0.0563
491,treatment_equality,social20,Reweighing_tuned,-1.1051,-14.1313,-7.6182
492,treatment_equality,social20,Fair-SMOTE_tuned,-0.1128,-0.618,-0.3654
493,treatment_equality,social20,FairSSL-LS_tuned,0.0,0.0,0.0
494,treatment_equality,social20,FairSSL-CT_tuned,-0.3157,0.1317,-0.092
495,treatment_equality,social20,FairSSL-LP_tuned,0.0,0.0,0.0
496,treatment_equality,social20,FairSSL-ST_tuned,0.0,0.0,0.0
497,treatment_equality,social20,GridSearchReduction_tuned,0.0,0.0,0.0
498,treatment_equality,social20,ExponentiatedGradientReduction_tuned,0.5187,-1.255,-0.3681
499,treatment_equality,social20,FAGTB_tuned,-2.6387,-11.1028,-6.8708
500,treatment_equality,social20,RejectOptionClassification_tuned,-0.6089,-9.8679,-5.2384
501,treatment_equality,social20,EqOddsPostprocessing_tuned,1.714,2.351,2.0325
502,treatment_equality,social20,CalibratedEqOddsPostprocessing_tuned,-2.8642,-11.4658,-7.165
503,treatment_equality,social20,JiangNachum_tuned,-2.7515,-17.4372,-10.0943
504,treatment_equality,social30,LFR_tuned,-0.137,0.1734,0.0182
505,treatment_equality,social30,Reweighing_tuned,-1.2788,-17.2267,-9.2528
506,treatment_equality,social30,Fair-SMOTE_tuned,-0.0457,-0.7312,-0.3884
507,treatment_equality,social30,FairSSL-LS_tuned,0.0,0.0,0.0
508,treatment_equality,social30,FairSSL-CT_tuned,-0.0228,-0.6533,-0.3381
509,treatment_equality,social30,FairSSL-LP_tuned,0.0,0.0,0.0
510,treatment_equality,social30,FairSSL-ST_tuned,0.1142,-0.7762,-0.331
511,treatment_equality,social30,GridSearchReduction_tuned,0.0,0.0,0.0
512,treatment_equality,social30,ExponentiatedGradientReduction_tuned,-0.4567,-0.1303,-0.2935
513,treatment_equality,social30,FAGTB_tuned,-18.5659,2.8968,-7.8346
514,treatment_equality,social30,RejectOptionClassification_tuned,-1.4615,-6.3297,-3.8956
515,treatment_equality,social30,EqOddsPostprocessing_tuned,3.631,0.0105,1.8207
516,treatment_equality,social30,CalibratedEqOddsPostprocessing_tuned,-3.768,-22.135,-12.9515
517,treatment_equality,social30,JiangNachum_tuned,-3.8365,-24.662,-14.2492
518,treatment_equality,social40,LFR_tuned,0.0895,-0.3897,-0.1501
519,treatment_equality,social40,Reweighing_tuned,-4.1834,-22.1578,-13.1706
520,treatment_equality,social40,Fair-SMOTE_tuned,-0.1119,-0.4899,-0.3009
521,treatment_equality,social40,FairSSL-LS_tuned,0.0,0.0,0.0
522,treatment_equality,social40,FairSSL-CT_tuned,0.604,1.2137,0.9089
523,treatment_equality,social40,FairSSL-LP_tuned,0.0,0.0,0.0
524,treatment_equality,social40,FairSSL-ST_tuned,0.0,0.0,0.0
525,treatment_equality,social40,GridSearchReduction_tuned,0.0,0.0,0.0
526,treatment_equality,social40,ExponentiatedGradientReduction_tuned,0.1566,-1.9004,-0.8719
527,treatment_equality,social40,FAGTB_tuned,-22.3043,2.5428,-9.8807
528,treatment_equality,social40,RejectOptionClassification_tuned,-0.6264,-6.9233,-3.7748
529,treatment_equality,social40,EqOddsPostprocessing_tuned,7.5391,0.06,3.7996
530,treatment_equality,social40,CalibratedEqOddsPostprocessing_tuned,-5.9955,16.4209,5.2127
531,treatment_equality,social40,JiangNachum_tuned,-7.7852,-23.1181,-15.4517
532,treatment_equality,social50,LFR_tuned,-0.0906,0.2216,0.0655
533,treatment_equality,social50,Reweighing_tuned,-5.2572,-30.5439,-17.9006
534,treatment_equality,social50,Fair-SMOTE_tuned,0.2039,1.1128,0.6583
535,treatment_equality,social50,FairSSL-LS_tuned,0.0,0.0,0.0
536,treatment_equality,social50,FairSSL-CT_tuned,0.3399,-0.8488,-0.2545
537,treatment_equality,social50,FairSSL-LP_tuned,0.0,0.0,0.0
538,treatment_equality,social50,FairSSL-ST_tuned,0.0453,-0.5835,-0.2691
539,treatment_equality,social50,GridSearchReduction_tuned,0.0,0.0,0.0
540,treatment_equality,social50,ExponentiatedGradientReduction_tuned,0.0453,-0.0946,-0.0247
541,treatment_equality,social50,FAGTB_tuned,-21.414,2.9145,-9.2497
542,treatment_equality,social50,RejectOptionClassification_tuned,-1.6315,-7.2097,-4.4206
543,treatment_equality,social50,EqOddsPostprocessing_tuned,8.271,4.5427,6.4069
544,treatment_equality,social50,CalibratedEqOddsPostprocessing_tuned,-9.7666,-30.8154,-20.291
545,treatment_equality,social50,JiangNachum_tuned,-10.0159,-26.0088,-18.0123
