,metric,binary,ignore,dataset,model,error_rate,global
176,treatment_equality,False,False,compas,ExponentiatedGradientReduction_tuned,33.8012958963283,4.4829337812125365
177,treatment_equality,False,False,compas,GridSearchReduction_tuned,40.11879049676026,24.79334034457547
178,treatment_equality,False,False,compas,JiangNachum_tuned,32.34341252699784,7.276609282723162
179,treatment_equality,False,False,compas,DPAbstention_tuned,43.41252699784017,1.0728223828939278
180,treatment_equality,True,True,adult_data_set,Fair-SMOTE_tuned,27.785419532324624,1.584635403502488
181,treatment_equality,True,True,adult_data_set,FairSSL-CT_tuned,24.72308694707884,0.0
182,treatment_equality,True,True,adult_data_set,FairSSL-LP_tuned,33.78701223485123,1.0284603500924527
183,treatment_equality,True,True,adult_data_set,FairSSL-LS_tuned,33.591544197495125,0.9628878667072128
184,treatment_equality,True,True,adult_data_set,FairSSL-ST_tuned,33.34539926156519,0.9531897151349916
185,treatment_equality,True,True,adult_data_set,ExponentiatedGradientReduction_tuned,22.934916383117354,2.5366512954378297
186,treatment_equality,True,True,adult_data_set,GridSearchReduction_tuned,22.06616955042351,2.0481408755138117
187,treatment_equality,True,True,adult_data_set,JiangNachum_tuned,20.92955911098241,1.0617682421561212
188,treatment_equality,True,False,adult_data_set,Fair-SMOTE_tuned,27.84333598783755,2.255350711599588
189,treatment_equality,True,False,adult_data_set,FairSSL-CT_tuned,24.72308694707884,0.0
190,treatment_equality,True,False,adult_data_set,FairSSL-LP_tuned,33.56982552667776,0.8126369187190841
191,treatment_equality,True,False,adult_data_set,FairSSL-LS_tuned,33.671179323825385,0.877509188190273
192,treatment_equality,True,False,adult_data_set,FairSSL-ST_tuned,33.33092014768695,0.947821263420376
193,treatment_equality,True,False,adult_data_set,GerryFairClassifier_tuned,24.69412871932238,0.0028984256337025
194,treatment_equality,True,False,adult_data_set,ExponentiatedGradientReduction_tuned,21.928617968580326,2.6424787593393075
195,treatment_equality,True,False,adult_data_set,GridSearchReduction_tuned,22.558459422283363,3.815802214734509
196,treatment_equality,True,False,adult_data_set,JiangNachum_tuned,19.916021139506256,2.4677819220695967
197,treatment_equality,True,False,adult_data_set,DPAbstention_tuned,24.70136827626149,0.0
198,treatment_equality,False,True,adult_data_set,Fair-SMOTE_tuned,28.480416998479683,1.0939841520172937
199,treatment_equality,False,True,adult_data_set,FairSSL-CT_tuned,24.730326504017953,0.0028889873947517
200,treatment_equality,False,True,adult_data_set,FairSSL-LP_tuned,30.840512560631282,1.0008880914971123
201,treatment_equality,False,True,adult_data_set,FairSSL-LS_tuned,30.225150220806484,0.9344852340444963
202,treatment_equality,False,True,adult_data_set,FairSSL-ST_tuned,27.466879027003557,0.6936847371833921
203,treatment_equality,False,True,adult_data_set,ExponentiatedGradientReduction_tuned,23.210019546803736,2.8544850889893185
204,treatment_equality,False,True,adult_data_set,GridSearchReduction_tuned,23.12314486353435,2.851771246075388
205,treatment_equality,False,True,adult_data_set,JiangNachum_tuned,20.92955911098241,1.0617682421561212
206,treatment_equality,False,False,adult_data_set,Fair-SMOTE_tuned,26.22891479041482,1.337525545088139
207,treatment_equality,False,False,adult_data_set,FairSSL-CT_tuned,24.57829580829653,0.1484655983432508
208,treatment_equality,False,False,adult_data_set,FairSSL-LP_tuned,28.61796858032288,1.3093479267527908
209,treatment_equality,False,False,adult_data_set,FairSSL-LS_tuned,28.357344530514737,1.2384138413383012
210,treatment_equality,False,False,adult_data_set,FairSSL-ST_tuned,27.70578440599435,1.3096286654961486
211,treatment_equality,False,False,adult_data_set,GerryFairClassifier_tuned,24.69412871932238,0.0057968512674051
212,treatment_equality,False,False,adult_data_set,ExponentiatedGradientReduction_tuned,22.153044233692896,3.449224684518213
213,treatment_equality,False,False,adult_data_set,GridSearchReduction_tuned,28.893071744009262,6.299474834882751
214,treatment_equality,False,False,adult_data_set,JiangNachum_tuned,19.648157532759,1.8774540142007343
215,treatment_equality,False,False,adult_data_set,DPAbstention_tuned,24.151161948888728,0.316112085841704
216,consistency,True,True,compas,Fair-SMOTE_tuned,32.991360691144706,2.791576673866099
217,consistency,True,True,compas,FairSSL-CT_tuned,34.23326133909288,4.130669546436288
218,consistency,True,True,compas,FairSSL-LP_tuned,32.72138228941685,2.8725701943844597
219,consistency,True,True,compas,FairSSL-LS_tuned,33.261339092872575,2.942764578833704
220,consistency,True,True,compas,FairSSL-ST_tuned,33.90928725701943,3.164146868250554
221,consistency,True,True,compas,ExponentiatedGradientReduction_tuned,43.25053995680346,17.877969762419
222,consistency,True,True,compas,GridSearchReduction_tuned,32.50539956803456,2.867170626349901
223,consistency,True,True,compas,JiangNachum_tuned,31.749460043196535,2.7051835853131845
224,consistency,True,False,compas,Fair-SMOTE_tuned,32.66738660907127,3.1695464362851062
225,consistency,True,False,compas,FairSSL-CT_tuned,33.15334773218143,4.551835853131748
226,consistency,True,False,compas,FairSSL-LP_tuned,32.39740820734342,3.423326133909297
227,consistency,True,False,compas,FairSSL-LS_tuned,32.45140388768898,3.4881209503239834
228,consistency,True,False,compas,FairSSL-ST_tuned,34.23326133909288,3.6231101511879142
229,consistency,True,False,compas,GerryFairClassifier_tuned,32.28941684665227,2.8563714902807886
230,consistency,True,False,compas,ExponentiatedGradientReduction_tuned,32.28941684665227,6.171706263498911
231,consistency,True,False,compas,GridSearchReduction_tuned,31.749460043196535,2.7051835853131845
232,consistency,True,False,compas,JiangNachum_tuned,31.749460043196535,2.7051835853131845
233,consistency,True,False,compas,DPAbstention_tuned,32.991360691144706,3.822894168466527
234,consistency,False,True,compas,Fair-SMOTE_tuned,33.69330453563714,2.6511879049676104
235,consistency,False,True,compas,FairSSL-CT_tuned,34.665226781857456,3.660907127429813
236,consistency,False,True,compas,FairSSL-LP_tuned,33.04535637149027,2.683585313174953
237,consistency,False,True,compas,FairSSL-LS_tuned,32.66738660907127,2.867170626349903
238,consistency,False,True,compas,FairSSL-ST_tuned,35.043196544276455,3.4935205183585416
239,consistency,False,True,compas,ExponentiatedGradientReduction_tuned,44.330453563714904,6.344492440604742
240,consistency,False,True,compas,GridSearchReduction_tuned,33.36933045356372,2.3542116630669576
241,consistency,False,True,compas,JiangNachum_tuned,31.749460043196535,2.7051835853131845
242,consistency,False,False,compas,Fair-SMOTE_tuned,33.477321814254864,3.1047516198704206
243,consistency,False,False,compas,FairSSL-CT_tuned,33.74730021598273,3.833693304535643
244,consistency,False,False,compas,FairSSL-LP_tuned,32.55939524838013,2.9643628509719284
245,consistency,False,False,compas,FairSSL-LS_tuned,33.207343412526996,2.7861771058315385
246,consistency,False,False,compas,FairSSL-ST_tuned,34.881209503239745,3.5529157667386717
247,consistency,False,False,compas,GerryFairClassifier_tuned,33.639308855291574,3.725701943844497
248,consistency,False,False,compas,ExponentiatedGradientReduction_tuned,33.31533477321814,11.79265658747294
249,consistency,False,False,compas,GridSearchReduction_tuned,40.11879049676026,5.113390928725703
250,consistency,False,False,compas,JiangNachum_tuned,32.34341252699784,3.35853131749461
251,consistency,False,False,compas,DPAbstention_tuned,33.261339092872575,4.4600431965442775
252,consistency,True,True,adult_data_set,Fair-SMOTE_tuned,27.995366683558956,3.4301020777528515
253,consistency,True,True,adult_data_set,FairSSL-CT_tuned,24.72308694707884,0.0
254,consistency,True,True,adult_data_set,FairSSL-ST_tuned,33.30920147686962,3.429378122058946
255,consistency,True,True,adult_data_set,ExponentiatedGradientReduction_tuned,22.681531890248323,1.7288061970607342
256,consistency,True,True,adult_data_set,GridSearchReduction_tuned,22.06616955042351,1.640483602403528
257,consistency,True,False,adult_data_set,Fair-SMOTE_tuned,27.97364801274162,3.462680083978874
258,consistency,True,False,adult_data_set,FairSSL-CT_tuned,24.72308694707884,0.0
259,consistency,True,False,adult_data_set,FairSSL-ST_tuned,33.157170781148196,3.346847172953029
260,consistency,True,False,adult_data_set,GerryFairClassifier_tuned,19.792948671541296,0.9512777817997528
261,consistency,True,False,adult_data_set,ExponentiatedGradientReduction_tuned,21.79830594367624,3.963657424165655
262,consistency,True,False,adult_data_set,GridSearchReduction_tuned,22.558459422283363,1.7541446463476378
